,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,6
45,01-May-2019 11:00:00,,,,,0.028,0.000,0.033 ,0.000 ,247.460,0.540,0.000,-
46,01-May-2019 11:15:00,,,,,0.031,0.000,0.036 ,0.000 ,247.280,0.570,0.000,-
47,01-May-2019 11:30:00,,,,,0.030,0.000,0.035 ,0.000 ,246.710,0.560,0.000,-
48,01-May-2019 11:45:00,,,,,0.028,0.000,0.033 ,0.000 ,246.460,0.540,0.000,-
49,01-May-2019 12:00:00,,,,,0.031,0.000,0.036 ,0.000 ,246.290,0.580,0.000,-
50,01-May-2019 12:15:00,,,,,0.030,0.000,0.035 ,0.000 ,246.020,0.560,0.000,-
51,01-May-2019 12:30:00,,,,,0.029,0.000,0.034 ,0.000 ,244.790,0.540,0.000,-
52,01-May-2019 12:45:00,,,,,0.032,0.000,0.036 ,0.000 ,244.790,0.580,0.000,-
53,01-May-2019 13:00:00,,,,,0.030,0.000,0.035 ,0.000 ,244.790,0.560,0.000,-
54,01-May-2019 13:15:00,,,,,0.028,0.000,0.033 ,0.000 ,245.560,0.550,0.000,-
55,01-May-2019 13:30:00,,,,,0.032,0.000,0.037 ,0.000 ,245.790,0.590,0.000,-
56,01-May-2019 13:45:00,,,,,0.031,0.000,0.035 ,0.000 ,244.760,0.570,0.000,-
57,01-May-2019 14:00:00,,,,,0.029,0.000,0.034 ,0.000 ,244.460,0.560,0.000,-
58,01-May-2019 14:15:00,,,,,0.033,0.000,0.038 ,0.000 ,245.150,0.600,0.000,-
59,01-May-2019 14:30:00,,,,,0.033,0.000,0.037 ,0.000 ,243.650,0.610,0.000,-
60,01-May-2019 14:45:00,,,,,0.043,0.000,0.044 ,0.000 ,243.250,0.730,0.000,-
61,01-May-2019 15:00:00,,,,,0.018,0.000,0.027 ,0.000 ,243.010,0.430,0.000,-
62,01-May-2019 15:15:00,,,,,0.042,0.000,0.046 ,0.000 ,242.090,0.750,0.000,-
63,01-May-2019 15:30:00,,,,,0.038,0.000,0.042 ,0.000 ,241.980,0.700,0.000,-
64,01-May-2019 15:45:00,,,,,0.037,0.000,0.041 ,0.000 ,241.910,0.670,0.000,-
65,01-May-2019 16:00:00,,,,,0.036,0.000,0.041 ,0.000 ,241.470,0.660,0.000,-
66,01-May-2019 16:15:00,,,,,0.033,0.000,0.037 ,0.000 ,242.230,0.610,0.000,-
67,01-May-2019 16:30:00,,,,,0.033,0.000,0.037 ,0.000 ,242.890,0.610,0.000,-
68,01-May-2019 16:45:00,,,,,0.032,0.000,0.038 ,0.000 ,243.040,0.610,0.000,-
69,01-May-2019 17:00:00,,,,,0.031,0.000,0.035 ,0.000 ,243.480,0.570,0.000,-
70,01-May-2019 17:15:00,,,,,0.033,0.000,0.037 ,0.000 ,244.590,0.610,0.000,-
71,01-May-2019 17:30:00,,,,,0.031,0.000,0.036 ,0.000 ,245.180,0.570,0.000,-
72,01-May-2019 17:45:00,,,,,0.030,0.000,0.035 ,0.000 ,245.520,0.570,0.000,-
73,01-May-2019 18:00:00,,,,,0.032,0.000,0.037 ,0.000 ,246.300,0.600,0.000,-
74,01-May-2019 18:15:00,,,,,0.030,0.000,0.035 ,0.000 ,246.630,0.560,0.000,-
75,01-May-2019 18:30:00,,,,,0.031,0.000,0.036 ,0.000 ,246.430,0.580,0.000,-
76,01-May-2019 18:45:00,,,,,0.032,0.000,0.036 ,0.000 ,246.130,0.580,0.000,-
77,01-May-2019 19:00:00,,,,,0.029,0.000,0.035 ,0.000 ,246.360,0.550,0.000,-
78,01-May-2019 19:15:00,,,,,0.031,0.000,0.036 ,0.000 ,245.640,0.580,0.000,-
79,01-May-2019 19:30:00,,,,,0.031,0.000,0.035 ,0.000 ,244.990,0.570,0.000,-
80,01-May-2019 19:45:00,,,,,0.029,0.000,0.034 ,0.000 ,244.550,0.550,0.000,-
81,01-May-2019 20:00:00,,,,,0.032,0.000,0.037 ,0.000 ,244.830,0.590,0.000,-
82,01-May-2019 20:15:00,,,,,0.030,0.000,0.035 ,0.000 ,245.810,0.560,0.000,-
83,01-May-2019 20:30:00,,,,,0.029,0.000,0.034 ,0.000 ,246.190,0.550,0.000,-
84,01-May-2019 20:45:00,,,,,0.033,0.000,0.037 ,0.000 ,246.540,0.600,0.000,-
85,01-May-2019 21:00:00,,,,,0.029,0.000,0.035 ,0.000 ,247.050,0.560,0.000,-
86,01-May-2019 21:15:00,,,,,0.030,0.000,0.035 ,0.000 ,247.420,0.550,0.000,-
87,01-May-2019 21:30:00,,,,,0.032,0.000,0.037 ,0.000 ,247.510,0.590,0.000,-
88,01-May-2019 21:45:00,,,,,0.030,0.000,0.035 ,0.000 ,247.340,0.560,0.000,-
89,01-May-2019 22:00:00,,,,,0.030,0.000,0.034 ,0.000 ,247.120,0.560,0.000,-
90,01-May-2019 22:15:00,,,,,0.032,0.000,0.037 ,0.000 ,245.820,0.590,0.000,-
91,01-May-2019 22:30:00,,,,,0.029,0.000,0.034 ,0.000 ,245.230,0.550,0.000,-
92,01-May-2019 22:45:00,,,,,0.030,0.000,0.035 ,0.000 ,244.690,0.560,0.000,-
93,01-May-2019 23:00:00,,,,,0.032,0.000,0.036 ,0.000 ,244.790,0.590,0.000,-
94,01-May-2019 23:15:00,,,,,0.029,0.000,0.034 ,0.000 ,245.010,0.550,0.000,-
95,01-May-2019 23:30:00,,,,,0.030,0.000,0.035 ,0.000 ,245.740,0.560,0.000,-
96,01-May-2019 23:45:00,,,,,0.032,0.000,0.037 ,0.000 ,247.120,0.580,0.000,-
97,02-May-2019 00:00:00,,,,,0.029,0.000,0.035 ,0.000 ,247.490,0.550,0.000,-
98,02-May-2019 00:15:00,,,,,0.031,0.000,0.036 ,0.000 ,247.920,0.570,0.000,-
99,02-May-2019 00:30:00,,,,,0.031,0.000,0.036 ,0.000 ,248.500,0.580,0.000,-
100,02-May-2019 00:45:00,,,,,0.030,0.000,0.035 ,0.000 ,248.940,0.550,0.000,-
101,02-May-2019 01:00:00,,,,,0.031,0.000,0.037 ,0.000 ,249.730,0.580,0.000,-
102,02-May-2019 01:15:00,,,,,0.031,0.000,0.036 ,0.000 ,250.450,0.580,0.000,-
103,02-May-2019 01:30:00,,,,,0.030,0.000,0.035 ,0.000 ,252.080,0.550,0.000,-
104,02-May-2019 01:45:00,,,,,0.032,0.000,0.038 ,0.000 ,252.610,0.590,0.000,-
105,02-May-2019 02:00:00,,,,,0.031,0.000,0.037 ,0.000 ,252.820,0.570,0.000,-
106,02-May-2019 02:15:00,,,,,0.029,0.000,0.036 ,0.000 ,253.260,0.560,0.000,-
107,02-May-2019 02:30:00,,,,,0.032,0.000,0.037 ,0.000 ,253.620,0.590,0.000,-
108,02-May-2019 02:45:00,,,,,0.030,0.000,0.037 ,0.000 ,254.170,0.570,0.000,-
109,02-May-2019 03:00:00,,,,,0.029,0.000,0.036 ,0.000 ,254.680,0.550,0.000,-
110,02-May-2019 03:15:00,,,,,0.032,0.000,0.038 ,0.000 ,254.850,0.600,0.000,-
111,02-May-2019 03:30:00,,,,,0.033,0.000,0.038 ,0.000 ,255.350,0.600,0.000,-
112,02-May-2019 03:45:00,,,,,0.047,0.000,0.051 ,0.000 ,255.620,0.790,0.000,-
113,02-May-2019 04:00:00,,,,,0.023,0.000,0.033 ,0.000 ,255.940,0.500,0.000,-
114,02-May-2019 04:15:00,,,,,0.040,0.000,0.047 ,0.000 ,256.470,0.730,0.000,-
115,02-May-2019 04:30:00,,,,,0.038,0.000,0.045 ,0.000 ,256.620,0.700,0.000,-
116,02-May-2019 04:45:00,,,,,0.037,0.000,0.044 ,0.000 ,256.850,0.680,0.000,-
117,02-May-2019 05:00:00,,,,,0.036,0.000,0.043 ,0.000 ,256.790,0.660,0.000,-
118,02-May-2019 05:15:00,,,,,0.033,0.000,0.040 ,0.000 ,256.730,0.610,0.000,-
119,02-May-2019 05:30:00,,,,,0.034,0.000,0.041 ,0.000 ,256.200,0.630,0.000,-
120,02-May-2019 05:45:00,,,,,0.033,0.000,0.039 ,0.000 ,255.590,0.610,0.000,-
121,02-May-2019 06:00:00,,,,,0.031,0.000,0.037 ,0.000 ,255.360,0.580,0.000,-
122,02-May-2019 06:15:00,,,,,0.033,0.000,0.040 ,0.000 ,256.050,0.620,0.000,-
123,02-May-2019 06:30:00,,,,,0.031,0.000,0.038 ,0.000 ,256.360,0.580,0.000,-
124,02-May-2019 06:45:00,,,,,0.030,0.000,0.037 ,0.000 ,256.260,0.570,0.000,-
125,02-May-2019 07:00:00,,,,,0.033,0.000,0.038 ,0.000 ,256.190,0.600,0.000,-
126,02-May-2019 07:15:00,,,,,0.030,0.000,0.037 ,0.000 ,256.500,0.560,0.000,-
127,02-May-2019 07:30:00,,,,,0.030,0.000,0.036 ,0.000 ,256.690,0.560,0.000,-
128,02-May-2019 07:45:00,,,,,0.031,0.000,0.038 ,0.000 ,257.060,0.590,0.000,-
129,02-May-2019 08:00:00,,,,,0.030,0.000,0.036 ,0.000 ,256.920,0.550,0.000,-
130,02-May-2019 08:15:00,,,,,0.030,0.000,0.037 ,0.000 ,256.970,0.560,0.000,-
131,02-May-2019 08:30:00,,,,,0.031,0.000,0.037 ,0.000 ,255.580,0.580,0.000,-
132,02-May-2019 08:45:00,,,,,0.029,0.000,0.036 ,0.000 ,254.530,0.540,0.000,-
133,02-May-2019 09:00:00,,,,,0.030,0.000,0.036 ,0.000 ,253.360,0.570,0.000,-
134,02-May-2019 09:15:00,,,,,0.031,0.000,0.036 ,0.000 ,251.690,0.570,0.000,-
135,02-May-2019 09:30:00,,,,,0.029,0.000,0.034 ,0.000 ,249.170,0.530,0.000,-
136,02-May-2019 09:45:00,,,,,0.030,0.000,0.035 ,0.000 ,248.110,0.560,0.000,-
137,02-May-2019 10:00:00,,,,,0.030,0.000,0.035 ,0.000 ,247.840,0.550,0.000,-
138,02-May-2019 10:15:00,,,,,0.028,0.000,0.033 ,0.000 ,247.530,0.530,0.000,-
139,02-May-2019 10:30:00,,,,,0.031,0.000,0.036 ,0.000 ,247.610,0.570,0.000,-
140,02-May-2019 10:45:00,,,,,0.029,0.000,0.034 ,0.000 ,247.910,0.550,0.000,-
141,02-May-2019 11:00:00,,,,,0.028,0.000,0.033 ,0.000 ,247.240,0.530,0.000,-
142,02-May-2019 11:15:00,,,,,0.032,0.000,0.036 ,0.000 ,246.940,0.580,0.000,-
143,02-May-2019 11:30:00,,,,,0.032,0.000,0.036 ,0.000 ,246.130,0.580,0.000,-
144,02-May-2019 11:45:00,,,,,0.029,0.000,0.034 ,0.000 ,245.800,0.540,0.000,-
145,02-May-2019 12:00:00,,,,,0.031,0.000,0.036 ,0.000 ,245.710,0.580,0.000,-
146,02-May-2019 12:15:00,,,,,0.030,0.000,0.034 ,0.000 ,245.180,0.560,0.000,-
147,02-May-2019 12:30:00,,,,,0.031,0.000,0.035 ,0.000 ,243.850,0.570,0.000,-
148,02-May-2019 12:45:00,,,,,0.031,0.000,0.036 ,0.000 ,243.590,0.580,0.000,-
149,02-May-2019 13:00:00,,,,,0.029,0.000,0.033 ,0.000 ,243.190,0.540,0.000,-
150,02-May-2019 13:15:00,,,,,0.031,0.000,0.035 ,0.000 ,244.250,0.560,0.000,-
151,02-May-2019 13:30:00,,,,,0.030,0.000,0.035 ,0.000 ,244.180,0.570,0.000,-
152,02-May-2019 13:45:00,,,,,0.030,0.000,0.033 ,0.000 ,243.480,0.540,0.000,-
153,02-May-2019 14:00:00,,,,,0.031,0.000,0.035 ,0.000 ,242.680,0.570,0.000,-
154,02-May-2019 14:15:00,,,,,0.031,0.000,0.035 ,0.000 ,243.390,0.570,0.000,-
155,02-May-2019 14:30:00,,,,,0.028,0.000,0.034 ,0.000 ,242.360,0.540,0.000,-
156,02-May-2019 14:45:00,,,,,0.032,0.000,0.035 ,0.000 ,241.440,0.580,0.000,-
157,02-May-2019 15:00:00,,,,,0.030,0.000,0.034 ,0.000 ,240.410,0.560,0.000,-
158,02-May-2019 15:15:00,,,,,0.029,0.000,0.033 ,0.000 ,239.930,0.540,0.000,-
159,02-May-2019 15:30:00,,,,,0.032,0.000,0.036 ,0.000 ,239.640,0.590,0.000,-
160,02-May-2019 15:45:00,,,,,0.030,0.000,0.037 ,0.000 ,240.870,0.610,0.000,-
161,02-May-2019 16:00:00,,,,,0.027,0.000,0.037 ,0.000 ,241.380,0.620,0.000,-
162,02-May-2019 16:15:00,,,,,0.031,0.000,0.039 ,0.000 ,241.320,0.630,0.000,-
163,02-May-2019 16:30:00,,,,,0.032,0.000,0.035 ,0.000 ,240.670,0.580,0.000,-
164,02-May-2019 16:45:00,,,,,0.041,0.000,0.043 ,0.000 ,241.440,0.700,0.000,-
165,02-May-2019 17:00:00,,,,,0.027,0.000,0.032 ,0.000 ,242.510,0.520,0.000,-
166,02-May-2019 17:15:00,,,,,0.033,0.000,0.040 ,0.000 ,243.970,0.650,0.000,-
167,02-May-2019 17:30:00,,,,,0.039,0.000,0.044 ,0.000 ,245.670,0.710,0.000,-
168,02-May-2019 17:45:00,,,,,0.037,0.000,0.042 ,0.000 ,247.380,0.680,0.000,-
169,02-May-2019 18:00:00,,,,,0.037,0.000,0.042 ,0.000 ,249.240,0.670,0.000,-
170,02-May-2019 18:15:00,,,,,0.035,0.000,0.040 ,0.000 ,250.130,0.640,0.000,-
171,02-May-2019 18:30:00,,,,,0.033,0.000,0.038 ,0.000 ,251.340,0.600,0.000,-
172,02-May-2019 18:45:00,,,,,0.034,0.000,0.040 ,0.000 ,252.690,0.630,0.000,-
173,02-May-2019 19:00:00,,,,,0.033,0.000,0.038 ,0.000 ,252.800,0.590,0.000,-
174,02-May-2019 19:15:00,,,,,0.032,0.000,0.038 ,0.000 ,252.580,0.600,0.000,-
175,02-May-2019 19:30:00,,,,,0.033,0.000,0.038 ,0.000 ,253.280,0.600,0.000,-
176,02-May-2019 19:45:00,,,,,0.031,0.000,0.037 ,0.000 ,253.660,0.570,0.000,-
177,02-May-2019 20:00:00,,,,,0.033,0.000,0.038 ,0.000 ,254.140,0.600,0.000,-
178,02-May-2019 20:15:00,,,,,0.032,0.000,0.038 ,0.000 ,255.240,0.580,0.000,-
179,02-May-2019 20:30:00,,,,,0.030,0.000,0.036 ,0.000 ,254.710,0.570,0.000,-
180,02-May-2019 20:45:00,,,,,0.033,0.000,0.039 ,0.000 ,255.110,0.610,0.000,-
181,02-May-2019 21:00:00,,,,,0.031,0.000,0.037 ,0.000 ,254.700,0.570,0.000,-
182,02-May-2019 21:15:00,,,,,0.030,0.000,0.036 ,0.000 ,254.490,0.560,0.000,-
183,02-May-2019 21:30:00,,,,,0.032,0.000,0.038 ,0.000 ,254.010,0.590,0.000,-
184,02-May-2019 21:45:00,,,,,0.030,0.000,0.036 ,0.000 ,253.840,0.550,0.000,-
185,02-May-2019 22:00:00,,,,,0.029,0.000,0.035 ,0.000 ,253.650,0.550,0.000,-
186,02-May-2019 22:15:00,,,,,0.032,0.000,0.037 ,0.000 ,252.690,0.580,0.000,-
187,02-May-2019 22:30:00,,,,,0.029,0.000,0.034 ,0.000 ,252.600,0.540,0.000,-
188,02-May-2019 22:45:00,,,,,0.029,0.000,0.036 ,0.000 ,252.530,0.550,0.000,-
189,02-May-2019 23:00:00,,,,,0.031,0.000,0.036 ,0.000 ,252.860,0.570,0.000,-
190,02-May-2019 23:15:00,,,,,0.029,0.000,0.035 ,0.000 ,252.230,0.540,0.000,-
191,02-May-2019 23:30:00,,,,,0.029,0.000,0.034 ,0.000 ,252.260,0.540,0.000,-
192,02-May-2019 23:45:00,,,,,0.031,0.000,0.036 ,0.000 ,252.430,0.570,0.000,-
193,03-May-2019 00:00:00,,,,,0.028,0.000,0.034 ,0.000 ,252.450,0.530,0.000,-
194,03-May-2019 00:15:00,,,,,0.028,0.000,0.035 ,0.000 ,252.970,0.530,0.000,-
195,03-May-2019 00:30:00,,,,,0.031,0.000,0.036 ,0.000 ,253.280,0.570,0.000,-
196,03-May-2019 00:45:00,,,,,0.029,0.000,0.035 ,0.000 ,253.970,0.540,0.000,-
197,03-May-2019 01:00:00,,,,,0.028,0.000,0.034 ,0.000 ,254.480,0.530,0.000,-
198,03-May-2019 01:15:00,,,,,0.031,0.000,0.037 ,0.000 ,254.880,0.570,0.000,-
199,03-May-2019 01:30:00,,,,,0.029,0.000,0.035 ,0.000 ,255.240,0.550,0.000,-
200,03-May-2019 01:45:00,,,,,0.028,0.000,0.035 ,0.000 ,255.800,0.540,0.000,-
201,03-May-2019 02:00:00,,,,,0.031,0.000,0.037 ,0.000 ,256.370,0.570,0.000,-
202,03-May-2019 02:15:00,,,,,0.030,0.000,0.036 ,0.000 ,256.850,0.560,0.000,-
203,03-May-2019 02:30:00,,,,,0.028,0.000,0.036 ,0.000 ,257.380,0.540,0.000,-
204,03-May-2019 02:45:00,,,,,0.031,0.000,0.037 ,0.000 ,257.550,0.580,0.000,-
205,03-May-2019 03:00:00,,,,,0.030,0.000,0.037 ,0.000 ,257.770,0.560,0.000,-
206,03-May-2019 03:15:00,,,,,0.029,0.000,0.036 ,0.000 ,258.020,0.550,0.000,-
207,03-May-2019 03:30:00,,,,,0.031,0.000,0.037 ,0.000 ,258.420,0.580,0.000,-
208,03-May-2019 03:45:00,,,,,0.030,0.000,0.037 ,0.000 ,258.960,0.560,0.000,-
209,03-May-2019 04:00:00,,,,,0.029,0.000,0.037 ,0.000 ,259.210,0.550,0.000,-
210,03-May-2019 04:15:00,,,,,0.031,0.000,0.038 ,0.000 ,259.280,0.580,0.000,-
211,03-May-2019 04:30:00,,,,,0.030,0.000,0.037 ,0.000 ,259.310,0.560,0.000,-
212,03-May-2019 04:45:00,,,,,0.029,0.000,0.036 ,0.000 ,258.950,0.550,0.000,-
213,03-May-2019 05:00:00,,,,,0.031,0.000,0.038 ,0.000 ,258.750,0.580,0.000,-
214,03-May-2019 05:15:00,,,,,0.030,0.000,0.037 ,0.000 ,258.770,0.570,0.000,-
215,03-May-2019 05:30:00,,,,,0.029,0.000,0.036 ,0.000 ,259.110,0.560,0.000,-
216,03-May-2019 05:45:00,,,,,0.048,0.000,0.051 ,0.000 ,258.830,0.770,0.000,-
217,03-May-2019 06:00:00,,,,,0.032,0.000,0.040 ,0.000 ,258.720,0.620,0.000,-
218,03-May-2019 06:15:00,,,,,0.032,0.000,0.042 ,0.000 ,258.640,0.640,0.000,-
219,03-May-2019 06:30:00,,,,,0.038,0.000,0.045 ,0.000 ,258.340,0.700,0.000,-
220,03-May-2019 06:45:00,,,,,0.038,0.000,0.045 ,0.000 ,258.020,0.680,0.000,-
221,03-May-2019 07:00:00,,,,,0.036,0.000,0.043 ,0.000 ,257.770,0.670,0.000,-
222,03-May-2019 07:15:00,,,,,0.033,0.000,0.041 ,0.000 ,257.680,0.620,0.000,-
223,03-May-2019 07:30:00,,,,,0.033,0.000,0.040 ,0.000 ,257.150,0.620,0.000,-
224,03-May-2019 07:45:00,,,,,0.033,0.000,0.040 ,0.000 ,257.160,0.620,0.000,-
225,03-May-2019 08:00:00,,,,,0.030,0.000,0.038 ,0.000 ,256.850,0.590,0.000,-
226,03-May-2019 08:15:00,,,,,0.031,0.000,0.039 ,0.000 ,256.520,0.600,0.000,-
227,03-May-2019 08:30:00,,,,,0.031,0.000,0.038 ,0.000 ,255.570,0.590,0.000,-
228,03-May-2019 08:45:00,,,,,0.029,0.000,0.036 ,0.000 ,254.070,0.560,0.000,-
229,03-May-2019 09:00:00,,,,,0.031,0.000,0.038 ,0.000 ,252.680,0.590,0.000,-
230,03-May-2019 09:15:00,,,,,0.029,0.000,0.035 ,0.000 ,250.360,0.560,0.000,-
231,03-May-2019 09:30:00,,,,,0.028,0.000,0.034 ,0.000 ,248.500,0.540,0.000,-
232,03-May-2019 09:45:00,,,,,0.031,0.000,0.036 ,0.000 ,247.560,0.580,0.000,-
233,03-May-2019 10:00:00,,,,,0.029,0.000,0.035 ,0.000 ,246.920,0.550,0.000,-
234,03-May-2019 10:15:00,,,,,0.027,0.000,0.033 ,0.000 ,247.420,0.530,0.000,-
235,03-May-2019 10:30:00,,,,,0.031,0.000,0.036 ,0.000 ,246.820,0.580,0.000,-
236,03-May-2019 10:45:00,,,,,0.029,0.000,0.034 ,0.000 ,246.830,0.550,0.000,-
237,03-May-2019 11:00:00,,,,,0.028,0.000,0.034 ,0.000 ,246.590,0.530,0.000,-
238,03-May-2019 11:15:00,,,,,0.030,0.000,0.036 ,0.000 ,246.040,0.580,0.000,-
239,03-May-2019 11:30:00,,,,,0.028,0.000,0.033 ,0.000 ,245.370,0.540,0.000,-
240,03-May-2019 11:45:00,,,,,0.029,0.000,0.033 ,0.000 ,245.260,0.540,0.000,-
241,03-May-2019 12:00:00,,,,,0.032,0.000,0.038 ,0.000 ,244.320,0.600,0.000,-
242,03-May-2019 12:15:00,,,,,0.031,0.000,0.035 ,0.000 ,243.980,0.580,0.000,-
243,03-May-2019 12:30:00,,,,,0.032,0.000,0.037 ,0.000 ,243.930,0.600,0.000,-
244,03-May-2019 12:45:00,,,,,0.034,0.000,0.039 ,0.000 ,243.750,0.630,0.000,-
245,03-May-2019 13:00:00,,,,,0.033,0.000,0.037 ,0.000 ,244.260,0.600,0.000,-
246,03-May-2019 13:15:00,,,,,0.033,0.000,0.038 ,0.000 ,245.190,0.620,0.000,-
247,03-May-2019 13:30:00,,,,,0.034,0.000,0.039 ,0.000 ,244.830,0.630,0.000,-
248,03-May-2019 13:45:00,,,,,0.032,0.000,0.036 ,0.000 ,244.640,0.590,0.000,-
249,03-May-2019 14:00:00,,,,,0.035,0.000,0.039 ,0.000 ,243.830,0.630,0.000,-
250,03-May-2019 14:15:00,,,,,0.032,0.000,0.037 ,0.000 ,243.490,0.600,0.000,-
251,03-May-2019 14:30:00,,,,,0.032,0.000,0.036 ,0.000 ,242.670,0.600,0.000,-
252,03-May-2019 14:45:00,,,,,0.033,0.000,0.038 ,0.000 ,241.020,0.620,0.000,-
253,03-May-2019 15:00:00,,,,,0.031,0.000,0.035 ,0.000 ,240.250,0.580,0.000,-
254,03-May-2019 15:15:00,,,,,0.033,0.000,0.037 ,0.000 ,240.050,0.610,0.000,-
255,03-May-2019 15:30:00,,,,,0.032,0.000,0.036 ,0.000 ,238.740,0.600,0.000,-
256,03-May-2019 15:45:00,,,,,0.031,0.000,0.034 ,0.000 ,238.210,0.580,0.000,-
257,03-May-2019 16:00:00,,,,,0.033,0.000,0.038 ,0.000 ,239.640,0.620,0.000,-
