,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,3
45,01-May-2019 11:00:00,,,,,0.052,0.000,0.057 ,0.000 ,241.920,0.940,0.000,-
46,01-May-2019 11:15:00,,,,,0.059,0.000,0.063 ,0.000 ,241.790,1.030,0.000,-
47,01-May-2019 11:30:00,,,,,0.027,0.000,0.034 ,0.000 ,241.450,0.560,0.000,-
48,01-May-2019 11:45:00,,,,,0.060,0.000,0.064 ,0.000 ,242.740,1.050,0.000,-
49,01-May-2019 12:00:00,,,,,0.039,0.000,0.044 ,0.000 ,241.130,0.730,0.000,-
50,01-May-2019 12:15:00,,,,,0.040,0.000,0.046 ,0.000 ,242.650,0.760,0.000,-
51,01-May-2019 12:30:00,,,,,0.053,0.000,0.058 ,0.000 ,241.760,0.940,0.000,-
52,01-May-2019 12:45:00,,,,,0.027,0.000,0.033 ,0.000 ,242.400,0.540,0.000,-
53,01-May-2019 13:00:00,,,,,0.059,0.000,0.064 ,0.000 ,242.000,1.050,0.000,-
54,01-May-2019 13:15:00,,,,,0.056,0.000,0.060 ,0.000 ,241.890,0.990,0.000,-
55,01-May-2019 13:30:00,,,,,0.026,0.000,0.034 ,0.000 ,242.030,0.550,0.000,-
56,01-May-2019 13:45:00,,,,,0.061,0.000,0.063 ,0.000 ,241.640,1.050,0.000,-
57,01-May-2019 14:00:00,,,,,0.040,0.000,0.047 ,0.000 ,240.390,0.760,0.000,-
58,01-May-2019 14:15:00,,,,,0.051,0.000,0.057 ,0.000 ,240.260,0.950,0.000,-
59,01-May-2019 14:30:00,,,,,0.065,0.000,0.070 ,0.000 ,239.380,1.160,0.000,-
60,01-May-2019 14:45:00,,,,,0.046,0.000,0.052 ,0.000 ,238.470,0.870,0.000,-
61,01-May-2019 15:00:00,,,,,0.032,0.000,0.035 ,0.000 ,237.270,0.590,0.000,-
62,01-May-2019 15:15:00,,,,,0.066,0.000,0.069 ,0.000 ,238.010,1.150,0.000,-
63,01-May-2019 15:30:00,,,,,0.064,0.000,0.067 ,0.000 ,236.250,1.120,0.000,-
64,01-May-2019 15:45:00,,,,,0.060,0.000,0.063 ,0.000 ,236.860,1.060,0.000,-
65,01-May-2019 16:00:00,,,,,0.055,0.000,0.060 ,0.000 ,236.470,1.000,0.000,-
66,01-May-2019 16:15:00,,,,,0.055,0.000,0.059 ,0.000 ,236.140,0.990,0.000,-
67,01-May-2019 16:30:00,,,,,0.056,0.000,0.063 ,0.000 ,237.010,1.050,0.000,-
68,01-May-2019 16:45:00,,,,,0.044,0.000,0.049 ,0.000 ,238.110,0.830,0.000,-
69,01-May-2019 17:00:00,,,,,0.071,0.000,0.075 ,0.000 ,239.430,1.240,0.000,-
70,01-May-2019 17:15:00,,,,,0.067,0.000,0.071 ,0.000 ,238.940,1.180,0.000,-
71,01-May-2019 17:30:00,,,,,0.059,0.000,0.066 ,0.000 ,238.580,1.100,0.000,-
72,01-May-2019 17:45:00,,,,,0.042,0.000,0.049 ,0.000 ,239.980,0.810,0.000,-
73,01-May-2019 18:00:00,,,,,0.037,0.000,0.044 ,0.000 ,241.140,0.730,0.000,-
74,01-May-2019 18:15:00,,,,,0.060,0.000,0.068 ,0.000 ,242.850,1.110,0.000,-
75,01-May-2019 18:30:00,,,,,0.039,0.000,0.046 ,0.000 ,240.860,0.760,0.000,-
76,01-May-2019 18:45:00,,,,,0.061,0.000,0.069 ,0.000 ,241.620,1.120,0.000,-
77,01-May-2019 19:00:00,,,,,0.055,0.000,0.063 ,0.000 ,241.450,1.050,0.000,-
78,01-May-2019 19:15:00,,,,,0.026,0.000,0.032 ,0.000 ,241.030,0.520,0.000,-
79,01-May-2019 19:30:00,,,,,0.071,0.000,0.077 ,0.000 ,239.640,1.280,0.000,-
80,01-May-2019 19:45:00,,,,,0.078,0.000,0.082 ,0.000 ,237.320,1.370,0.000,-
81,01-May-2019 20:00:00,,,,,0.059,0.000,0.067 ,0.000 ,238.560,1.120,0.000,-
82,01-May-2019 20:15:00,,,,,0.093,0.000,0.095 ,0.000 ,239.280,1.570,0.000,-
83,01-May-2019 20:30:00,,,,,0.067,0.000,0.074 ,0.000 ,239.660,1.230,0.000,-
84,01-May-2019 20:45:00,,,,,0.087,0.000,0.090 ,0.000 ,239.080,1.500,0.000,-
85,01-May-2019 21:00:00,,,,,0.092,0.000,0.093 ,0.000 ,238.640,1.550,0.000,-
86,01-May-2019 21:15:00,,,,,0.062,0.000,0.070 ,0.000 ,238.600,1.170,0.000,-
87,01-May-2019 21:30:00,,,,,0.093,0.000,0.094 ,0.000 ,237.640,1.580,0.000,-
88,01-May-2019 21:45:00,,,,,0.094,0.000,0.095 ,0.000 ,237.860,1.590,0.000,-
89,01-May-2019 22:00:00,,,,,0.064,0.000,0.072 ,0.000 ,236.290,1.200,0.000,-
90,01-May-2019 22:15:00,,,,,0.092,0.000,0.092 ,0.000 ,234.150,1.580,0.000,-
91,01-May-2019 22:30:00,,,,,0.082,0.000,0.084 ,0.000 ,232.890,1.430,0.000,-
92,01-May-2019 22:45:00,,,,,0.040,0.000,0.048 ,0.000 ,231.500,0.820,0.000,-
93,01-May-2019 23:00:00,,,,,0.068,0.000,0.069 ,0.000 ,231.180,1.190,0.000,-
94,01-May-2019 23:15:00,,,,,0.047,0.000,0.052 ,0.000 ,230.040,0.910,0.000,-
95,01-May-2019 23:30:00,,,,,0.057,0.000,0.061 ,0.000 ,229.220,1.060,0.000,-
96,01-May-2019 23:45:00,,,,,0.059,0.000,0.062 ,0.000 ,231.140,1.070,0.000,-
97,02-May-2019 00:00:00,,,,,0.044,0.000,0.051 ,0.000 ,233.190,0.870,0.000,-
98,02-May-2019 00:15:00,,,,,0.069,0.000,0.071 ,0.000 ,233.690,1.190,0.000,-
99,02-May-2019 00:30:00,,,,,0.035,0.000,0.044 ,0.000 ,234.570,0.750,0.000,-
100,02-May-2019 00:45:00,,,,,0.311,0.000,0.319 ,0.000 ,235.310,5.410,0.000,-
101,02-May-2019 01:00:00,,,,,0.341,0.000,0.348 ,0.000 ,237.180,5.850,0.000,-
102,02-May-2019 01:15:00,,,,,0.348,0.000,0.355 ,0.000 ,238.410,5.950,0.000,-
103,02-May-2019 01:30:00,,,,,0.347,0.000,0.355 ,0.000 ,239.480,5.920,0.000,-
104,02-May-2019 01:45:00,,,,,0.338,0.000,0.344 ,0.000 ,239.580,5.730,0.000,-
105,02-May-2019 02:00:00,,,,,0.356,0.000,0.366 ,0.000 ,239.870,6.090,0.000,-
106,02-May-2019 02:15:00,,,,,0.329,0.000,0.334 ,0.000 ,240.250,5.550,0.000,-
107,02-May-2019 02:30:00,,,,,0.362,0.000,0.372 ,0.000 ,240.400,6.180,0.000,-
108,02-May-2019 02:45:00,,,,,0.330,0.000,0.336 ,0.000 ,241.670,5.550,0.000,-
109,02-May-2019 03:00:00,,,,,0.358,0.000,0.370 ,0.000 ,243.050,6.070,0.000,-
110,02-May-2019 03:15:00,,,,,0.336,0.000,0.343 ,0.000 ,242.560,5.640,0.000,-
111,02-May-2019 03:30:00,,,,,0.347,0.000,0.358 ,0.000 ,243.770,5.860,0.000,-
112,02-May-2019 03:45:00,,,,,0.345,0.000,0.356 ,0.000 ,245.170,5.790,0.000,-
113,02-May-2019 04:00:00,,,,,0.337,0.000,0.347 ,0.000 ,245.640,5.640,0.000,-
114,02-May-2019 04:15:00,,,,,0.345,0.000,0.360 ,0.000 ,246.160,5.840,0.000,-
115,02-May-2019 04:30:00,,,,,0.203,0.000,0.211 ,0.000 ,247.000,3.400,0.000,-
116,02-May-2019 04:45:00,,,,,0.070,0.000,0.083 ,0.000 ,246.120,1.330,0.000,-
117,02-May-2019 05:00:00,,,,,0.033,0.000,0.034 ,0.000 ,245.820,0.550,0.000,-
118,02-May-2019 05:15:00,,,,,0.064,0.000,0.076 ,0.000 ,246.130,1.230,0.000,-
119,02-May-2019 05:30:00,,,,,0.041,0.000,0.046 ,0.000 ,244.920,0.740,0.000,-
120,02-May-2019 05:45:00,,,,,0.055,0.000,0.062 ,0.000 ,244.890,1.020,0.000,-
121,02-May-2019 06:00:00,,,,,0.051,0.000,0.059 ,0.000 ,245.240,0.950,0.000,-
122,02-May-2019 06:15:00,,,,,0.060,0.000,0.066 ,0.000 ,245.350,1.060,0.000,-
123,02-May-2019 06:30:00,,,,,0.099,0.000,0.106 ,0.000 ,245.910,1.720,0.000,-
124,02-May-2019 06:45:00,,,,,0.079,0.000,0.084 ,0.000 ,246.900,1.360,0.000,-
125,02-May-2019 07:00:00,,,,,0.099,0.000,0.111 ,0.000 ,246.900,1.790,0.000,-
126,02-May-2019 07:15:00,,,,,0.035,0.000,0.042 ,0.000 ,247.410,0.660,0.000,-
127,02-May-2019 07:30:00,,,,,0.071,0.000,0.097 ,0.000 ,247.860,1.560,0.000,-
128,02-May-2019 07:45:00,,,,,0.051,0.000,0.069 ,0.000 ,248.270,1.110,0.000,-
129,02-May-2019 08:00:00,,,,,0.087,0.000,0.104 ,0.000 ,248.290,1.660,0.000,-
130,02-May-2019 08:15:00,,,,,0.101,0.000,0.111 ,0.000 ,247.790,1.790,0.000,-
131,02-May-2019 08:30:00,,,,,0.092,0.000,0.099 ,0.000 ,246.080,1.610,0.000,-
132,02-May-2019 08:45:00,,,,,0.120,0.000,0.123 ,0.000 ,246.080,1.980,0.000,-
133,02-May-2019 09:00:00,,,,,0.086,0.000,0.089 ,0.000 ,245.110,1.450,0.000,-
134,02-May-2019 09:15:00,,,,,0.103,0.000,0.111 ,0.000 ,242.690,1.810,0.000,-
135,02-May-2019 09:30:00,,,,,0.106,0.000,0.113 ,0.000 ,241.620,1.880,0.000,-
136,02-May-2019 09:45:00,,,,,0.096,0.000,0.105 ,0.000 ,240.140,1.740,0.000,-
137,02-May-2019 10:00:00,,,,,0.074,0.000,0.084 ,0.000 ,240.250,1.390,0.000,-
138,02-May-2019 10:15:00,,,,,0.039,0.000,0.043 ,0.000 ,240.750,0.700,0.000,-
139,02-May-2019 10:30:00,,,,,0.063,0.000,0.073 ,0.000 ,241.410,1.200,0.000,-
140,02-May-2019 10:45:00,,,,,0.053,0.000,0.061 ,0.000 ,240.800,1.010,0.000,-
141,02-May-2019 11:00:00,,,,,0.048,0.000,0.052 ,0.000 ,240.640,0.870,0.000,-
142,02-May-2019 11:15:00,,,,,0.069,0.000,0.080 ,0.000 ,239.270,1.320,0.000,-
143,02-May-2019 11:30:00,,,,,0.035,0.000,0.037 ,0.000 ,238.170,0.620,0.000,-
144,02-May-2019 11:45:00,,,,,0.066,0.000,0.076 ,0.000 ,237.930,1.270,0.000,-
145,02-May-2019 12:00:00,,,,,0.049,0.000,0.053 ,0.000 ,236.480,0.900,0.000,-
146,02-May-2019 12:15:00,,,,,0.053,0.000,0.059 ,0.000 ,235.970,0.990,0.000,-
147,02-May-2019 12:30:00,,,,,0.067,0.000,0.076 ,0.000 ,235.640,1.280,0.000,-
148,02-May-2019 12:45:00,,,,,0.048,0.000,0.054 ,0.000 ,236.980,0.900,0.000,-
149,02-May-2019 13:00:00,,,,,0.043,0.000,0.048 ,0.000 ,236.460,0.800,0.000,-
150,02-May-2019 13:15:00,,,,,0.061,0.000,0.071 ,0.000 ,239.930,1.180,0.000,-
151,02-May-2019 13:30:00,,,,,0.030,0.000,0.032 ,0.000 ,238.180,0.520,0.000,-
152,02-May-2019 13:45:00,,,,,0.063,0.000,0.072 ,0.000 ,236.130,1.210,0.000,-
153,02-May-2019 14:00:00,,,,,0.043,0.000,0.048 ,0.000 ,234.630,0.810,0.000,-
154,02-May-2019 14:15:00,,,,,0.065,0.000,0.073 ,0.000 ,237.860,1.240,0.000,-
155,02-May-2019 14:30:00,,,,,0.036,0.000,0.040 ,0.000 ,235.320,0.670,0.000,-
156,02-May-2019 14:45:00,,,,,0.052,0.000,0.058 ,0.000 ,234.230,0.990,0.000,-
157,02-May-2019 15:00:00,,,,,0.048,0.000,0.055 ,0.000 ,235.260,0.930,0.000,-
158,02-May-2019 15:15:00,,,,,0.039,0.000,0.042 ,0.000 ,234.350,0.700,0.000,-
159,02-May-2019 15:30:00,,,,,0.059,0.000,0.067 ,0.000 ,233.350,1.150,0.000,-
160,02-May-2019 15:45:00,,,,,0.021,0.000,0.023 ,0.000 ,234.030,0.390,0.000,-
161,02-May-2019 16:00:00,,,,,0.051,0.000,0.066 ,0.000 ,234.840,1.120,0.000,-
162,02-May-2019 16:15:00,,,,,0.035,0.000,0.044 ,0.000 ,235.960,0.740,0.000,-
163,02-May-2019 16:30:00,,,,,0.031,0.000,0.041 ,0.000 ,236.570,0.680,0.000,-
164,02-May-2019 16:45:00,,,,,0.046,0.000,0.059 ,0.000 ,237.550,0.990,0.000,-
165,02-May-2019 17:00:00,,,,,0.030,0.000,0.032 ,0.000 ,238.400,0.540,0.000,-
166,02-May-2019 17:15:00,,,,,0.064,0.000,0.076 ,0.000 ,241.390,1.250,0.000,-
167,02-May-2019 17:30:00,,,,,0.032,0.000,0.034 ,0.000 ,242.370,0.560,0.000,-
168,02-May-2019 17:45:00,,,,,0.049,0.000,0.065 ,0.000 ,244.600,1.060,0.000,-
169,02-May-2019 18:00:00,,,,,0.034,0.000,0.045 ,0.000 ,246.570,0.710,0.000,-
170,02-May-2019 18:15:00,,,,,0.038,0.000,0.045 ,0.000 ,248.310,0.730,0.000,-
171,02-May-2019 18:30:00,,,,,0.055,0.000,0.062 ,0.000 ,247.880,0.990,0.000,-
172,02-May-2019 18:45:00,,,,,0.074,0.000,0.083 ,0.000 ,247.660,1.340,0.000,-
173,02-May-2019 19:00:00,,,,,0.429,0.000,0.431 ,0.000 ,246.060,6.990,0.000,-
174,02-May-2019 19:15:00,,,,,0.067,0.000,0.076 ,0.000 ,245.380,1.220,0.000,-
175,02-May-2019 19:30:00,,,,,0.059,0.000,0.065 ,0.000 ,245.960,1.060,0.000,-
176,02-May-2019 19:45:00,,,,,0.059,0.000,0.065 ,0.000 ,246.430,1.050,0.000,-
177,02-May-2019 20:00:00,,,,,0.098,0.000,0.100 ,0.000 ,247.200,1.600,0.000,-
178,02-May-2019 20:15:00,,,,,0.069,0.000,0.077 ,0.000 ,247.240,1.240,0.000,-
179,02-May-2019 20:30:00,,,,,0.102,0.000,0.104 ,0.000 ,245.320,1.680,0.000,-
180,02-May-2019 20:45:00,,,,,0.078,0.000,0.082 ,0.000 ,244.870,1.350,0.000,-
181,02-May-2019 21:00:00,,,,,0.090,0.000,0.094 ,0.000 ,242.920,1.530,0.000,-
182,02-May-2019 21:15:00,,,,,0.103,0.000,0.105 ,0.000 ,242.890,1.720,0.000,-
183,02-May-2019 21:30:00,,,,,0.080,0.000,0.085 ,0.000 ,242.330,1.390,0.000,-
184,02-May-2019 21:45:00,,,,,0.077,0.000,0.081 ,0.000 ,242.040,1.340,0.000,-
185,02-May-2019 22:00:00,,,,,0.104,0.000,0.105 ,0.000 ,241.590,1.730,0.000,-
186,02-May-2019 22:15:00,,,,,0.072,0.000,0.079 ,0.000 ,240.230,1.310,0.000,-
187,02-May-2019 22:30:00,,,,,0.078,0.000,0.082 ,0.000 ,239.360,1.360,0.000,-
188,02-May-2019 22:45:00,,,,,0.076,0.000,0.078 ,0.000 ,237.900,1.310,0.000,-
189,02-May-2019 23:00:00,,,,,0.046,0.000,0.053 ,0.000 ,238.020,0.890,0.000,-
190,02-May-2019 23:15:00,,,,,0.074,0.000,0.076 ,0.000 ,238.070,1.260,0.000,-
191,02-May-2019 23:30:00,,,,,0.046,0.000,0.052 ,0.000 ,237.350,0.870,0.000,-
192,02-May-2019 23:45:00,,,,,0.063,0.000,0.066 ,0.000 ,236.640,1.120,0.000,-
193,03-May-2019 00:00:00,,,,,0.057,0.000,0.062 ,0.000 ,238.350,1.030,0.000,-
194,03-May-2019 00:15:00,,,,,0.051,0.000,0.056 ,0.000 ,239.110,0.930,0.000,-
195,03-May-2019 00:30:00,,,,,0.073,0.000,0.076 ,0.000 ,239.740,1.260,0.000,-
196,03-May-2019 00:45:00,,,,,0.073,0.000,0.077 ,0.000 ,241.020,1.270,0.000,-
197,03-May-2019 01:00:00,,,,,0.052,0.000,0.058 ,0.000 ,241.670,0.960,0.000,-
198,03-May-2019 01:15:00,,,,,0.068,0.000,0.072 ,0.000 ,242.340,1.180,0.000,-
199,03-May-2019 01:30:00,,,,,0.077,0.000,0.079 ,0.000 ,242.560,1.290,0.000,-
200,03-May-2019 01:45:00,,,,,0.068,0.000,0.070 ,0.000 ,241.390,1.150,0.000,-
201,03-May-2019 02:00:00,,,,,0.042,0.000,0.050 ,0.000 ,242.220,0.810,0.000,-
202,03-May-2019 02:15:00,,,,,0.075,0.000,0.078 ,0.000 ,242.830,1.270,0.000,-
203,03-May-2019 02:30:00,,,,,0.041,0.000,0.048 ,0.000 ,243.960,0.790,0.000,-
204,03-May-2019 02:45:00,,,,,0.068,0.000,0.072 ,0.000 ,244.150,1.160,0.000,-
205,03-May-2019 03:00:00,,,,,0.050,0.000,0.056 ,0.000 ,245.070,0.910,0.000,-
206,03-May-2019 03:15:00,,,,,0.060,0.000,0.065 ,0.000 ,246.740,1.040,0.000,-
207,03-May-2019 03:30:00,,,,,0.057,0.000,0.063 ,0.000 ,247.800,1.010,0.000,-
208,03-May-2019 03:45:00,,,,,0.051,0.000,0.057 ,0.000 ,248.430,0.920,0.000,-
209,03-May-2019 04:00:00,,,,,0.050,0.000,0.057 ,0.000 ,248.230,0.910,0.000,-
210,03-May-2019 04:15:00,,,,,0.027,0.000,0.034 ,0.000 ,248.770,0.540,0.000,-
211,03-May-2019 04:30:00,,,,,0.059,0.000,0.064 ,0.000 ,248.880,1.030,0.000,-
212,03-May-2019 04:45:00,,,,,0.026,0.000,0.033 ,0.000 ,248.250,0.520,0.000,-
213,03-May-2019 05:00:00,,,,,0.055,0.000,0.061 ,0.000 ,247.490,0.980,0.000,-
214,03-May-2019 05:15:00,,,,,0.030,0.000,0.037 ,0.000 ,247.480,0.580,0.000,-
215,03-May-2019 05:30:00,,,,,0.046,0.000,0.053 ,0.000 ,246.990,0.850,0.000,-
216,03-May-2019 05:45:00,,,,,0.038,0.000,0.044 ,0.000 ,247.780,0.710,0.000,-
217,03-May-2019 06:00:00,,,,,0.042,0.000,0.047 ,0.000 ,247.840,0.760,0.000,-
218,03-May-2019 06:15:00,,,,,0.054,0.000,0.060 ,0.000 ,248.290,0.950,0.000,-
219,03-May-2019 06:30:00,,,,,0.041,0.000,0.047 ,0.000 ,248.730,0.750,0.000,-
220,03-May-2019 06:45:00,,,,,0.059,0.000,0.063 ,0.000 ,248.290,1.010,0.000,-
221,03-May-2019 07:00:00,,,,,0.023,0.000,0.031 ,0.000 ,247.620,0.490,0.000,-
222,03-May-2019 07:15:00,,,,,0.057,0.000,0.063 ,0.000 ,248.740,1.010,0.000,-
223,03-May-2019 07:30:00,,,,,0.030,0.000,0.037 ,0.000 ,248.720,0.590,0.000,-
224,03-May-2019 07:45:00,,,,,0.046,0.000,0.052 ,0.000 ,249.470,0.830,0.000,-
225,03-May-2019 08:00:00,,,,,0.043,0.000,0.053 ,0.000 ,248.730,0.840,0.000,-
226,03-May-2019 08:15:00,,,,,0.032,0.000,0.039 ,0.000 ,248.570,0.630,0.000,-
227,03-May-2019 08:30:00,,,,,0.060,0.000,0.065 ,0.000 ,245.800,1.050,0.000,-
228,03-May-2019 08:45:00,,,,,0.033,0.000,0.040 ,0.000 ,245.010,0.640,0.000,-
229,03-May-2019 09:00:00,,,,,0.071,0.000,0.073 ,0.000 ,242.070,1.210,0.000,-
230,03-May-2019 09:15:00,,,,,0.074,0.000,0.077 ,0.000 ,241.010,1.270,0.000,-
231,03-May-2019 09:30:00,,,,,0.052,0.000,0.055 ,0.000 ,239.890,0.910,0.000,-
232,03-May-2019 09:45:00,,,,,0.065,0.000,0.069 ,0.000 ,239.830,1.140,0.000,-
233,03-May-2019 10:00:00,,,,,0.059,0.000,0.063 ,0.000 ,240.060,1.040,0.000,-
234,03-May-2019 10:15:00,,,,,0.030,0.000,0.037 ,0.000 ,240.760,0.600,0.000,-
235,03-May-2019 10:30:00,,,,,0.063,0.000,0.066 ,0.000 ,240.130,1.110,0.000,-
236,03-May-2019 10:45:00,,,,,0.038,0.000,0.044 ,0.000 ,238.220,0.720,0.000,-
237,03-May-2019 11:00:00,,,,,0.052,0.000,0.056 ,0.000 ,240.050,0.920,0.000,-
238,03-May-2019 11:15:00,,,,,0.051,0.000,0.055 ,0.000 ,240.620,0.920,0.000,-
239,03-May-2019 11:30:00,,,,,0.037,0.000,0.042 ,0.000 ,240.170,0.690,0.000,-
240,03-May-2019 11:45:00,,,,,0.060,0.000,0.064 ,0.000 ,239.860,1.070,0.000,-
241,03-May-2019 12:00:00,,,,,0.025,0.000,0.031 ,0.000 ,239.450,0.500,0.000,-
242,03-May-2019 12:15:00,,,,,0.058,0.000,0.061 ,0.000 ,239.670,1.020,0.000,-
243,03-May-2019 12:30:00,,,,,0.022,0.000,0.027 ,0.000 ,239.750,0.440,0.000,-
244,03-May-2019 12:45:00,,,,,0.044,0.000,0.049 ,0.000 ,239.180,0.810,0.000,-
245,03-May-2019 13:00:00,,,,,0.041,0.000,0.046 ,0.000 ,240.150,0.750,0.000,-
246,03-May-2019 13:15:00,,,,,0.050,0.000,0.054 ,0.000 ,241.920,0.890,0.000,-
247,03-May-2019 13:30:00,,,,,0.053,0.000,0.055 ,0.000 ,242.320,0.900,0.000,-
248,03-May-2019 13:45:00,,,,,0.040,0.000,0.045 ,0.000 ,239.770,0.740,0.000,-
249,03-May-2019 14:00:00,,,,,0.076,0.000,0.077 ,0.000 ,238.510,1.300,0.000,-
250,03-May-2019 14:15:00,,,,,0.045,0.000,0.050 ,0.000 ,237.680,0.830,0.000,-
251,03-May-2019 14:30:00,,,,,0.042,0.000,0.046 ,0.000 ,238.030,0.770,0.000,-
252,03-May-2019 14:45:00,,,,,0.052,0.000,0.056 ,0.000 ,236.920,0.930,0.000,-
253,03-May-2019 15:00:00,,,,,0.032,0.000,0.037 ,0.000 ,235.200,0.620,0.000,-
254,03-May-2019 15:15:00,,,,,0.059,0.000,0.062 ,0.000 ,235.280,1.060,0.000,-
255,03-May-2019 15:30:00,,,,,0.024,0.000,0.027 ,0.000 ,234.710,0.450,0.000,-
256,03-May-2019 15:45:00,,,,,0.050,0.000,0.058 ,0.000 ,234.940,0.980,0.000,-
257,03-May-2019 16:00:00,,,,,0.038,0.000,0.042 ,0.000 ,236.830,0.710,0.000,-
