,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,1
45,01-May-2019 11:00:00,,,,,0.044,0.000,0.056 ,0.000 ,244.160,0.910,0.000,-
46,01-May-2019 11:15:00,,,,,0.052,0.000,0.069 ,0.000 ,243.790,1.130,0.000,-
47,01-May-2019 11:30:00,,,,,0.051,0.000,0.069 ,0.000 ,242.560,1.120,0.000,-
48,01-May-2019 11:45:00,,,,,0.051,0.000,0.069 ,0.000 ,243.850,1.120,0.000,-
49,01-May-2019 12:00:00,,,,,0.047,0.000,0.060 ,0.000 ,243.050,0.980,0.000,-
50,01-May-2019 12:15:00,,,,,0.053,0.000,0.069 ,0.000 ,241.360,1.140,0.000,-
51,01-May-2019 12:30:00,,,,,0.063,0.000,0.073 ,0.000 ,241.080,1.210,0.000,-
52,01-May-2019 12:45:00,,,,,0.054,0.000,0.057 ,0.000 ,241.820,0.930,0.000,-
53,01-May-2019 13:00:00,,,,,0.039,0.000,0.055 ,0.000 ,241.130,0.910,0.000,-
54,01-May-2019 13:15:00,,,,,0.046,0.000,0.063 ,0.000 ,242.690,1.030,0.000,-
55,01-May-2019 13:30:00,,,,,0.486,0.000,0.500 ,0.000 ,237.090,8.440,0.000,-
56,01-May-2019 13:45:00,,,,,0.605,0.000,0.615 ,0.000 ,234.730,10.460,0.000,-
57,01-May-2019 14:00:00,,,,,0.593,0.000,0.604 ,0.000 ,235.800,10.230,0.000,-
58,01-May-2019 14:15:00,,,,,0.584,0.000,0.593 ,0.000 ,235.790,10.050,0.000,-
59,01-May-2019 14:30:00,,,,,0.356,0.000,0.364 ,0.000 ,237.030,6.160,0.000,-
60,01-May-2019 14:45:00,,,,,0.574,0.000,0.583 ,0.000 ,234.100,9.950,0.000,-
61,01-May-2019 15:00:00,,,,,0.376,0.000,0.383 ,0.000 ,233.150,6.610,0.000,-
62,01-May-2019 15:15:00,,,,,0.569,0.000,0.578 ,0.000 ,231.040,9.980,0.000,-
63,01-May-2019 15:30:00,,,,,0.578,0.000,0.587 ,0.000 ,232.000,10.090,0.000,-
64,01-May-2019 15:45:00,,,,,0.570,0.000,0.578 ,0.000 ,229.780,10.050,0.000,-
65,01-May-2019 16:00:00,,,,,0.567,0.000,0.576 ,0.000 ,232.600,9.890,0.000,-
66,01-May-2019 16:15:00,,,,,0.566,0.000,0.577 ,0.000 ,234.720,9.800,0.000,-
67,01-May-2019 16:30:00,,,,,0.560,0.000,0.570 ,0.000 ,236.980,9.610,0.000,-
68,01-May-2019 16:45:00,,,,,0.553,0.000,0.565 ,0.000 ,238.800,9.430,0.000,-
69,01-May-2019 17:00:00,,,,,0.049,0.000,0.060 ,0.000 ,243.510,0.990,0.000,-
70,01-May-2019 17:15:00,,,,,0.024,0.000,0.036 ,0.000 ,244.340,0.580,0.000,-
71,01-May-2019 17:30:00,,,,,0.016,0.000,0.023 ,0.000 ,243.410,0.370,0.000,-
72,01-May-2019 17:45:00,,,,,0.020,0.000,0.028 ,0.000 ,243.380,0.460,0.000,-
73,01-May-2019 18:00:00,,,,,0.024,0.000,0.037 ,0.000 ,245.160,0.600,0.000,-
74,01-May-2019 18:15:00,,,,,0.017,0.000,0.025 ,0.000 ,246.300,0.390,0.000,-
75,01-May-2019 18:30:00,,,,,0.018,0.000,0.026 ,0.000 ,245.920,0.420,0.000,-
76,01-May-2019 18:45:00,,,,,0.024,0.000,0.037 ,0.000 ,245.580,0.590,0.000,-
77,01-May-2019 19:00:00,,,,,0.017,0.000,0.023 ,0.000 ,243.810,0.370,0.000,-
78,01-May-2019 19:15:00,,,,,0.018,0.000,0.027 ,0.000 ,242.760,0.430,0.000,-
79,01-May-2019 19:30:00,,,,,0.024,0.000,0.036 ,0.000 ,242.930,0.600,0.000,-
80,01-May-2019 19:45:00,,,,,0.015,0.000,0.021 ,0.000 ,244.790,0.330,0.000,-
81,01-May-2019 20:00:00,,,,,0.020,0.000,0.028 ,0.000 ,243.340,0.450,0.000,-
82,01-May-2019 20:15:00,,,,,0.024,0.000,0.036 ,0.000 ,243.510,0.580,0.000,-
83,01-May-2019 20:30:00,,,,,0.014,0.000,0.018 ,0.000 ,244.280,0.290,0.000,-
84,01-May-2019 20:45:00,,,,,0.020,0.000,0.029 ,0.000 ,243.750,0.470,0.000,-
85,01-May-2019 21:00:00,,,,,0.024,0.000,0.036 ,0.000 ,240.800,0.580,0.000,-
86,01-May-2019 21:15:00,,,,,0.018,0.000,0.025 ,0.000 ,240.940,0.420,0.000,-
87,01-May-2019 21:30:00,,,,,0.025,0.000,0.035 ,0.000 ,241.290,0.580,0.000,-
88,01-May-2019 21:45:00,,,,,0.045,0.000,0.051 ,0.000 ,241.940,0.840,0.000,-
89,01-May-2019 22:00:00,,,,,0.064,0.000,0.067 ,0.000 ,239.950,1.100,0.000,-
90,01-May-2019 22:15:00,,,,,0.062,0.000,0.080 ,0.000 ,234.660,1.360,0.000,-
91,01-May-2019 22:30:00,,,,,0.063,0.000,0.084 ,0.000 ,228.400,1.460,0.000,-
92,01-May-2019 22:45:00,,,,,0.061,0.000,0.081 ,0.000 ,227.070,1.430,0.000,-
93,01-May-2019 23:00:00,,,,,0.044,0.000,0.056 ,0.000 ,226.200,0.980,0.000,-
94,01-May-2019 23:15:00,,,,,0.058,0.000,0.080 ,0.000 ,226.330,1.400,0.000,-
95,01-May-2019 23:30:00,,,,,0.047,0.000,0.062 ,0.000 ,227.860,1.090,0.000,-
96,01-May-2019 23:45:00,,,,,0.039,0.000,0.051 ,0.000 ,230.680,0.870,0.000,-
97,02-May-2019 00:00:00,,,,,0.342,0.000,0.356 ,0.000 ,228.230,6.240,0.000,-
98,02-May-2019 00:15:00,,,,,0.472,0.000,0.478 ,0.000 ,227.640,8.400,0.000,-
99,02-May-2019 00:30:00,,,,,0.472,0.000,0.479 ,0.000 ,228.210,8.380,0.000,-
100,02-May-2019 00:45:00,,,,,0.462,0.000,0.470 ,0.000 ,228.660,8.200,0.000,-
101,02-May-2019 01:00:00,,,,,0.457,0.000,0.464 ,0.000 ,232.870,7.950,0.000,-
102,02-May-2019 01:15:00,,,,,0.478,0.000,0.488 ,0.000 ,234.290,8.300,0.000,-
103,02-May-2019 01:30:00,,,,,0.460,0.000,0.469 ,0.000 ,235.400,7.960,0.000,-
104,02-May-2019 01:45:00,,,,,0.467,0.000,0.476 ,0.000 ,236.250,8.040,0.000,-
105,02-May-2019 02:00:00,,,,,0.467,0.000,0.476 ,0.000 ,235.650,8.050,0.000,-
106,02-May-2019 02:15:00,,,,,0.459,0.000,0.468 ,0.000 ,237.090,7.890,0.000,-
107,02-May-2019 02:30:00,,,,,0.473,0.000,0.484 ,0.000 ,238.050,8.110,0.000,-
108,02-May-2019 02:45:00,,,,,0.472,0.000,0.483 ,0.000 ,238.100,8.100,0.000,-
109,02-May-2019 03:00:00,,,,,0.458,0.000,0.468 ,0.000 ,236.930,7.880,0.000,-
110,02-May-2019 03:15:00,,,,,0.468,0.000,0.477 ,0.000 ,235.930,8.070,0.000,-
111,02-May-2019 03:30:00,,,,,0.460,0.000,0.472 ,0.000 ,237.570,7.920,0.000,-
112,02-May-2019 03:45:00,,,,,0.459,0.000,0.470 ,0.000 ,240.920,7.800,0.000,-
113,02-May-2019 04:00:00,,,,,0.466,0.000,0.478 ,0.000 ,240.560,7.940,0.000,-
114,02-May-2019 04:15:00,,,,,0.375,0.000,0.387 ,0.000 ,242.150,6.390,0.000,-
115,02-May-2019 04:30:00,,,,,0.457,0.000,0.470 ,0.000 ,241.830,7.760,0.000,-
116,02-May-2019 04:45:00,,,,,0.375,0.000,0.387 ,0.000 ,240.490,6.430,0.000,-
117,02-May-2019 05:00:00,,,,,0.023,0.000,0.032 ,0.000 ,243.680,0.520,0.000,-
118,02-May-2019 05:15:00,,,,,0.027,0.000,0.041 ,0.000 ,243.020,0.670,0.000,-
119,02-May-2019 05:30:00,,,,,0.040,0.000,0.050 ,0.000 ,243.990,0.810,0.000,-
120,02-May-2019 05:45:00,,,,,0.041,0.000,0.050 ,0.000 ,244.050,0.810,0.000,-
121,02-May-2019 06:00:00,,,,,0.026,0.000,0.040 ,0.000 ,245.430,0.640,0.000,-
122,02-May-2019 06:15:00,,,,,0.034,0.000,0.038 ,0.000 ,246.690,0.630,0.000,-
123,02-May-2019 06:30:00,,,,,0.053,0.000,0.062 ,0.000 ,247.190,0.990,0.000,-
124,02-May-2019 06:45:00,,,,,0.055,0.000,0.064 ,0.000 ,248.040,1.020,0.000,-
125,02-May-2019 07:00:00,,,,,0.055,0.000,0.064 ,0.000 ,249.200,1.020,0.000,-
126,02-May-2019 07:15:00,,,,,0.030,0.000,0.043 ,0.000 ,249.030,0.680,0.000,-
127,02-May-2019 07:30:00,,,,,0.024,0.000,0.036 ,0.000 ,247.460,0.580,0.000,-
128,02-May-2019 07:45:00,,,,,0.019,0.000,0.028 ,0.000 ,247.770,0.440,0.000,-
129,02-May-2019 08:00:00,,,,,0.029,0.000,0.040 ,0.000 ,248.680,0.640,0.000,-
130,02-May-2019 08:15:00,,,,,0.083,0.000,0.086 ,0.000 ,249.290,1.380,0.000,-
131,02-May-2019 08:30:00,,,,,0.078,0.000,0.079 ,0.000 ,248.580,1.260,0.000,-
132,02-May-2019 08:45:00,,,,,0.054,0.000,0.070 ,0.000 ,247.990,1.120,0.000,-
133,02-May-2019 09:00:00,,,,,0.040,0.000,0.058 ,0.000 ,247.900,0.930,0.000,-
134,02-May-2019 09:15:00,,,,,0.045,0.000,0.062 ,0.000 ,246.300,1.000,0.000,-
135,02-May-2019 09:30:00,,,,,0.042,0.000,0.055 ,0.000 ,243.340,0.900,0.000,-
136,02-May-2019 09:45:00,,,,,0.021,0.000,0.024 ,0.000 ,242.240,0.390,0.000,-
137,02-May-2019 10:00:00,,,,,0.317,0.000,0.330 ,0.000 ,240.560,5.500,0.000,-
138,02-May-2019 10:15:00,,,,,0.034,0.000,0.045 ,0.000 ,243.540,0.730,0.000,-
139,02-May-2019 10:30:00,,,,,0.514,0.000,0.526 ,0.000 ,237.010,8.870,0.000,-
140,02-May-2019 10:45:00,,,,,0.544,0.000,0.555 ,0.000 ,237.040,9.350,0.000,-
141,02-May-2019 11:00:00,,,,,0.397,0.000,0.410 ,0.000 ,236.400,6.940,0.000,-
142,02-May-2019 11:15:00,,,,,0.043,0.000,0.061 ,0.000 ,238.740,1.010,0.000,-
143,02-May-2019 11:30:00,,,,,0.060,0.000,0.075 ,0.000 ,238.240,1.250,0.000,-
144,02-May-2019 11:45:00,,,,,0.052,0.000,0.061 ,0.000 ,238.550,1.010,0.000,-
145,02-May-2019 12:00:00,,,,,0.058,0.000,0.072 ,0.000 ,237.620,1.210,0.000,-
146,02-May-2019 12:15:00,,,,,0.051,0.000,0.060 ,0.000 ,236.890,1.010,0.000,-
147,02-May-2019 12:30:00,,,,,0.055,0.000,0.067 ,0.000 ,237.110,1.110,0.000,-
148,02-May-2019 12:45:00,,,,,0.049,0.000,0.061 ,0.000 ,239.220,1.010,0.000,-
149,02-May-2019 13:00:00,,,,,0.028,0.000,0.031 ,0.000 ,240.890,0.520,0.000,-
150,02-May-2019 13:15:00,,,,,0.039,0.000,0.048 ,0.000 ,242.290,0.780,0.000,-
151,02-May-2019 13:30:00,,,,,0.040,0.000,0.048 ,0.000 ,242.070,0.790,0.000,-
152,02-May-2019 13:45:00,,,,,0.027,0.000,0.029 ,0.000 ,240.210,0.480,0.000,-
153,02-May-2019 14:00:00,,,,,0.039,0.000,0.047 ,0.000 ,239.080,0.790,0.000,-
154,02-May-2019 14:15:00,,,,,0.199,0.000,0.214 ,0.000 ,238.720,3.590,0.000,-
155,02-May-2019 14:30:00,,,,,0.489,0.000,0.508 ,0.000 ,236.150,8.600,0.000,-
156,02-May-2019 14:45:00,,,,,0.490,0.000,0.508 ,0.000 ,235.210,8.630,0.000,-
157,02-May-2019 15:00:00,,,,,0.486,0.000,0.503 ,0.000 ,233.260,8.590,0.000,-
158,02-May-2019 15:15:00,,,,,0.485,0.000,0.498 ,0.000 ,231.560,8.600,0.000,-
159,02-May-2019 15:30:00,,,,,0.303,0.000,0.313 ,0.000 ,231.610,5.400,0.000,-
160,02-May-2019 15:45:00,,,,,0.064,0.000,0.067 ,0.000 ,234.900,1.140,0.000,-
161,02-May-2019 16:00:00,,,,,0.048,0.000,0.056 ,0.000 ,237.420,0.940,0.000,-
162,02-May-2019 16:15:00,,,,,0.044,0.000,0.050 ,0.000 ,238.750,0.830,0.000,-
163,02-May-2019 16:30:00,,,,,0.050,0.000,0.053 ,0.000 ,239.350,0.870,0.000,-
164,02-May-2019 16:45:00,,,,,0.070,0.000,0.078 ,0.000 ,240.370,1.290,0.000,-
165,02-May-2019 17:00:00,,,,,0.062,0.000,0.070 ,0.000 ,242.600,1.160,0.000,-
166,02-May-2019 17:15:00,,,,,0.054,0.000,0.060 ,0.000 ,245.430,0.960,0.000,-
167,02-May-2019 17:30:00,,,,,0.054,0.000,0.061 ,0.000 ,244.180,0.990,0.000,-
168,02-May-2019 17:45:00,,,,,0.064,0.000,0.071 ,0.000 ,246.760,1.160,0.000,-
169,02-May-2019 18:00:00,,,,,0.046,0.000,0.054 ,0.000 ,249.220,0.850,0.000,-
170,02-May-2019 18:15:00,,,,,0.046,0.000,0.057 ,0.000 ,250.610,0.900,0.000,-
171,02-May-2019 18:30:00,,,,,0.051,0.000,0.061 ,0.000 ,252.210,0.950,0.000,-
172,02-May-2019 18:45:00,,,,,0.090,0.000,0.092 ,0.000 ,251.640,1.450,0.000,-
173,02-May-2019 19:00:00,,,,,0.067,0.000,0.077 ,0.000 ,251.040,1.220,0.000,-
174,02-May-2019 19:15:00,,,,,0.074,0.000,0.088 ,0.000 ,251.100,1.400,0.000,-
175,02-May-2019 19:30:00,,,,,0.074,0.000,0.088 ,0.000 ,250.370,1.400,0.000,-
176,02-May-2019 19:45:00,,,,,0.049,0.000,0.053 ,0.000 ,249.980,0.850,0.000,-
177,02-May-2019 20:00:00,,,,,0.039,0.000,0.045 ,0.000 ,250.080,0.720,0.000,-
178,02-May-2019 20:15:00,,,,,0.046,0.000,0.056 ,0.000 ,250.730,0.870,0.000,-
179,02-May-2019 20:30:00,,,,,0.038,0.000,0.043 ,0.000 ,251.230,0.680,0.000,-
180,02-May-2019 20:45:00,,,,,0.052,0.000,0.061 ,0.000 ,249.010,0.970,0.000,-
181,02-May-2019 21:00:00,,,,,0.057,0.000,0.066 ,0.000 ,248.200,1.060,0.000,-
182,02-May-2019 21:15:00,,,,,0.046,0.000,0.056 ,0.000 ,248.450,0.900,0.000,-
183,02-May-2019 21:30:00,,,,,0.051,0.000,0.056 ,0.000 ,247.700,0.910,0.000,-
184,02-May-2019 21:45:00,,,,,0.529,0.000,0.545 ,0.000 ,243.530,8.930,0.000,-
185,02-May-2019 22:00:00,,,,,0.530,0.000,0.543 ,0.000 ,239.270,9.050,0.000,-
186,02-May-2019 22:15:00,,,,,0.516,0.000,0.526 ,0.000 ,234.760,8.940,0.000,-
187,02-May-2019 22:30:00,,,,,0.506,0.000,0.516 ,0.000 ,232.540,8.850,0.000,-
188,02-May-2019 22:45:00,,,,,0.105,0.000,0.120 ,0.000 ,236.290,2.030,0.000,-
189,02-May-2019 23:00:00,,,,,0.059,0.000,0.075 ,0.000 ,237.040,1.270,0.000,-
190,02-May-2019 23:15:00,,,,,0.058,0.000,0.076 ,0.000 ,235.080,1.270,0.000,-
191,02-May-2019 23:30:00,,,,,0.060,0.000,0.076 ,0.000 ,236.480,1.290,0.000,-
192,02-May-2019 23:45:00,,,,,0.056,0.000,0.073 ,0.000 ,237.830,1.220,0.000,-
193,03-May-2019 00:00:00,,,,,0.048,0.000,0.060 ,0.000 ,238.040,1.000,0.000,-
194,03-May-2019 00:15:00,,,,,0.452,0.000,0.461 ,0.000 ,233.690,7.880,0.000,-
195,03-May-2019 00:30:00,,,,,0.465,0.000,0.474 ,0.000 ,235.300,8.040,0.000,-
196,03-May-2019 00:45:00,,,,,0.462,0.000,0.472 ,0.000 ,236.450,7.960,0.000,-
197,03-May-2019 01:00:00,,,,,0.449,0.000,0.459 ,0.000 ,237.150,7.720,0.000,-
198,03-May-2019 01:15:00,,,,,0.450,0.000,0.460 ,0.000 ,236.470,7.760,0.000,-
199,03-May-2019 01:30:00,,,,,0.457,0.000,0.466 ,0.000 ,237.380,7.850,0.000,-
200,03-May-2019 01:45:00,,,,,0.456,0.000,0.467 ,0.000 ,237.830,7.830,0.000,-
201,03-May-2019 02:00:00,,,,,0.443,0.000,0.454 ,0.000 ,238.600,7.600,0.000,-
202,03-May-2019 02:15:00,,,,,0.450,0.000,0.461 ,0.000 ,237.310,7.750,0.000,-
203,03-May-2019 02:30:00,,,,,0.458,0.000,0.470 ,0.000 ,239.900,7.820,0.000,-
204,03-May-2019 02:45:00,,,,,0.457,0.000,0.471 ,0.000 ,241.950,7.770,0.000,-
205,03-May-2019 03:00:00,,,,,0.464,0.000,0.480 ,0.000 ,243.740,7.860,0.000,-
206,03-May-2019 03:15:00,,,,,0.465,0.000,0.481 ,0.000 ,244.330,7.860,0.000,-
207,03-May-2019 03:30:00,,,,,0.494,0.000,0.509 ,0.000 ,244.760,8.310,0.000,-
208,03-May-2019 03:45:00,,,,,0.397,0.000,0.411 ,0.000 ,245.600,6.680,0.000,-
209,03-May-2019 04:00:00,,,,,0.435,0.000,0.453 ,0.000 ,245.870,7.360,0.000,-
210,03-May-2019 04:15:00,,,,,0.442,0.000,0.459 ,0.000 ,244.970,7.500,0.000,-
211,03-May-2019 04:30:00,,,,,0.372,0.000,0.389 ,0.000 ,246.340,6.310,0.000,-
212,03-May-2019 04:45:00,,,,,0.043,0.000,0.050 ,0.000 ,247.030,0.810,0.000,-
213,03-May-2019 05:00:00,,,,,0.238,0.000,0.244 ,0.000 ,246.360,3.990,0.000,-
214,03-May-2019 05:15:00,,,,,0.331,0.000,0.336 ,0.000 ,244.380,5.520,0.000,-
215,03-May-2019 05:30:00,,,,,0.059,0.000,0.064 ,0.000 ,246.540,1.030,0.000,-
216,03-May-2019 05:45:00,,,,,0.063,0.000,0.071 ,0.000 ,245.620,1.150,0.000,-
217,03-May-2019 06:00:00,,,,,0.064,0.000,0.074 ,0.000 ,247.430,1.180,0.000,-
218,03-May-2019 06:15:00,,,,,0.024,0.000,0.028 ,0.000 ,249.500,0.450,0.000,-
219,03-May-2019 06:30:00,,,,,0.016,0.000,0.030 ,0.000 ,250.250,0.480,0.000,-
220,03-May-2019 06:45:00,,,,,0.017,0.000,0.033 ,0.000 ,249.710,0.520,0.000,-
221,03-May-2019 07:00:00,,,,,0.005,0.000,0.010 ,0.000 ,250.560,0.150,0.000,-
222,03-May-2019 07:15:00,,,,,0.012,0.000,0.025 ,0.000 ,250.500,0.390,0.000,-
223,03-May-2019 07:30:00,,,,,0.017,0.000,0.033 ,0.000 ,251.250,0.520,0.000,-
224,03-May-2019 07:45:00,,,,,0.008,0.000,0.013 ,0.000 ,251.100,0.210,0.000,-
225,03-May-2019 08:00:00,,,,,0.017,0.000,0.024 ,0.000 ,249.550,0.390,0.000,-
226,03-May-2019 08:15:00,,,,,0.071,0.000,0.079 ,0.000 ,246.530,1.260,0.000,-
227,03-May-2019 08:30:00,,,,,0.073,0.000,0.076 ,0.000 ,245.950,1.240,0.000,-
228,03-May-2019 08:45:00,,,,,0.032,0.000,0.043 ,0.000 ,245.420,0.700,0.000,-
229,03-May-2019 09:00:00,,,,,0.034,0.000,0.045 ,0.000 ,244.680,0.730,0.000,-
230,03-May-2019 09:15:00,,,,,0.015,0.000,0.031 ,0.000 ,242.760,0.500,0.000,-
231,03-May-2019 09:30:00,,,,,0.003,0.000,0.007 ,0.000 ,241.980,0.110,0.000,-
232,03-May-2019 09:45:00,,,,,0.012,0.000,0.024 ,0.000 ,239.980,0.400,0.000,-
233,03-May-2019 10:00:00,,,,,0.022,0.000,0.036 ,0.000 ,239.690,0.580,0.000,-
234,03-May-2019 10:15:00,,,,,0.025,0.000,0.029 ,0.000 ,240.910,0.480,0.000,-
235,03-May-2019 10:30:00,,,,,0.028,0.000,0.034 ,0.000 ,242.040,0.560,0.000,-
236,03-May-2019 10:45:00,,,,,0.047,0.000,0.056 ,0.000 ,241.460,0.920,0.000,-
237,03-May-2019 11:00:00,,,,,0.043,0.000,0.050 ,0.000 ,241.510,0.820,0.000,-
238,03-May-2019 11:15:00,,,,,0.028,0.000,0.032 ,0.000 ,240.530,0.520,0.000,-
239,03-May-2019 11:30:00,,,,,0.043,0.000,0.052 ,0.000 ,239.950,0.870,0.000,-
240,03-May-2019 11:45:00,,,,,0.049,0.000,0.061 ,0.000 ,240.050,1.020,0.000,-
241,03-May-2019 12:00:00,,,,,0.062,0.000,0.084 ,0.000 ,241.210,1.370,0.000,-
242,03-May-2019 12:15:00,,,,,0.054,0.000,0.072 ,0.000 ,241.580,1.190,0.000,-
243,03-May-2019 12:30:00,,,,,0.065,0.000,0.080 ,0.000 ,241.270,1.320,0.000,-
244,03-May-2019 12:45:00,,,,,0.062,0.000,0.072 ,0.000 ,240.760,1.200,0.000,-
245,03-May-2019 13:00:00,,,,,0.041,0.000,0.052 ,0.000 ,239.500,0.850,0.000,-
246,03-May-2019 13:15:00,,,,,0.047,0.000,0.055 ,0.000 ,240.930,0.910,0.000,-
247,03-May-2019 13:30:00,,,,,0.049,0.000,0.058 ,0.000 ,240.630,0.950,0.000,-
248,03-May-2019 13:45:00,,,,,0.051,0.000,0.060 ,0.000 ,240.100,1.000,0.000,-
249,03-May-2019 14:00:00,,,,,0.077,0.000,0.079 ,0.000 ,239.380,1.320,0.000,-
250,03-May-2019 14:15:00,,,,,0.062,0.000,0.066 ,0.000 ,238.110,1.100,0.000,-
251,03-May-2019 14:30:00,,,,,0.063,0.000,0.079 ,0.000 ,236.840,1.320,0.000,-
252,03-May-2019 14:45:00,,,,,0.061,0.000,0.075 ,0.000 ,233.800,1.270,0.000,-
253,03-May-2019 15:00:00,,,,,0.059,0.000,0.072 ,0.000 ,232.850,1.240,0.000,-
254,03-May-2019 15:15:00,,,,,0.060,0.000,0.072 ,0.000 ,232.810,1.230,0.000,-
255,03-May-2019 15:30:00,,,,,0.062,0.000,0.075 ,0.000 ,233.650,1.270,0.000,-
256,03-May-2019 15:45:00,,,,,0.073,0.000,0.084 ,0.000 ,233.830,1.430,0.000,-
257,03-May-2019 16:00:00,,,,,0.110,0.000,0.115 ,0.000 ,232.870,1.970,0.000,-
