,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,2.1
45,01-May-2019 11:00:00,,,,,0.139,0.000,0.206 ,0.000 ,247.310,3.320,0.000,-
46,01-May-2019 11:15:00,,,,,0.222,0.000,0.429 ,0.000 ,247.100,6.920,0.000,-
47,01-May-2019 11:30:00,,,,,0.306,0.000,0.535 ,0.000 ,246.560,8.670,0.000,-
48,01-May-2019 11:45:00,,,,,0.245,0.000,0.463 ,0.000 ,246.300,7.490,0.000,-
49,01-May-2019 12:00:00,,,,,0.115,0.000,0.266 ,0.000 ,246.120,4.320,0.000,-
50,01-May-2019 12:15:00,,,,,0.096,0.000,0.228 ,0.000 ,245.860,3.700,0.000,-
51,01-May-2019 12:30:00,,,,,0.056,0.000,0.069 ,0.000 ,244.600,1.110,0.000,-
52,01-May-2019 12:45:00,,,,,0.073,0.000,0.084 ,0.000 ,244.620,1.370,0.000,-
53,01-May-2019 13:00:00,,,,,0.079,0.000,0.158 ,0.000 ,244.600,2.570,0.000,-
54,01-May-2019 13:15:00,,,,,0.084,0.000,0.197 ,0.000 ,245.400,3.200,0.000,-
55,01-May-2019 13:30:00,,,,,0.196,0.000,0.409 ,0.000 ,245.620,6.640,0.000,-
56,01-May-2019 13:45:00,,,,,0.388,0.000,0.691 ,0.000 ,244.640,11.270,0.000,-
57,01-May-2019 14:00:00,,,,,0.241,0.000,0.465 ,0.000 ,244.290,7.600,0.000,-
58,01-May-2019 14:15:00,,,,,0.095,0.000,0.287 ,0.000 ,244.970,4.670,0.000,-
59,01-May-2019 14:30:00,,,,,0.110,0.000,0.298 ,0.000 ,243.530,4.890,0.000,-
60,01-May-2019 14:45:00,,,,,0.107,0.000,0.301 ,0.000 ,243.080,4.940,0.000,-
61,01-May-2019 15:00:00,,,,,0.114,0.000,0.288 ,0.000 ,242.880,4.730,0.000,-
62,01-May-2019 15:15:00,,,,,0.094,0.000,0.276 ,0.000 ,241.920,4.550,0.000,-
63,01-May-2019 15:30:00,,,,,0.088,0.000,0.273 ,0.000 ,241.790,4.520,0.000,-
64,01-May-2019 15:45:00,,,,,0.073,0.000,0.288 ,0.000 ,241.780,4.750,0.000,-
65,01-May-2019 16:00:00,,,,,0.082,0.000,0.117 ,0.000 ,241.310,1.910,0.000,-
66,01-May-2019 16:15:00,,,,,0.083,0.000,0.107 ,0.000 ,242.050,1.780,0.000,-
67,01-May-2019 16:30:00,,,,,0.084,0.000,0.102 ,0.000 ,242.710,1.660,0.000,-
68,01-May-2019 16:45:00,,,,,0.083,0.000,0.104 ,0.000 ,242.860,1.700,0.000,-
69,01-May-2019 17:00:00,,,,,0.069,0.000,0.115 ,0.000 ,243.350,1.890,0.000,-
70,01-May-2019 17:15:00,,,,,0.134,0.000,0.230 ,0.000 ,244.410,3.750,0.000,-
71,01-May-2019 17:30:00,,,,,0.078,0.000,0.096 ,0.000 ,245.010,1.560,0.000,-
72,01-May-2019 17:45:00,,,,,0.079,0.000,0.102 ,0.000 ,245.330,1.650,0.000,-
73,01-May-2019 18:00:00,,,,,0.094,0.000,0.108 ,0.000 ,246.120,1.750,0.000,-
74,01-May-2019 18:15:00,,,,,0.120,0.000,0.129 ,0.000 ,246.480,2.080,0.000,-
75,01-May-2019 18:30:00,,,,,0.111,0.000,0.120 ,0.000 ,246.270,1.950,0.000,-
76,01-May-2019 18:45:00,,,,,0.089,0.000,0.097 ,0.000 ,245.980,1.570,0.000,-
77,01-May-2019 19:00:00,,,,,0.121,0.000,0.128 ,0.000 ,246.150,2.080,0.000,-
78,01-May-2019 19:15:00,,,,,0.165,0.000,0.169 ,0.000 ,245.450,2.730,0.000,-
79,01-May-2019 19:30:00,,,,,0.216,0.000,0.219 ,0.000 ,244.820,3.580,0.000,-
80,01-May-2019 19:45:00,,,,,0.197,0.000,0.200 ,0.000 ,244.370,3.270,0.000,-
81,01-May-2019 20:00:00,,,,,0.150,0.000,0.154 ,0.000 ,244.650,2.510,0.000,-
82,01-May-2019 20:15:00,,,,,0.192,0.000,0.310 ,0.000 ,245.620,5.030,0.000,-
83,01-May-2019 20:30:00,,,,,0.269,0.000,0.460 ,0.000 ,246.030,7.460,0.000,-
84,01-May-2019 20:45:00,,,,,0.238,0.000,0.355 ,0.000 ,246.370,5.730,0.000,-
85,01-May-2019 21:00:00,,,,,0.118,0.000,0.138 ,0.000 ,246.880,2.230,0.000,-
86,01-May-2019 21:15:00,,,,,0.241,0.000,0.420 ,0.000 ,247.240,6.790,0.000,-
87,01-May-2019 21:30:00,,,,,0.199,0.000,0.323 ,0.000 ,247.370,5.210,0.000,-
88,01-May-2019 21:45:00,,,,,0.271,0.000,0.513 ,0.000 ,247.160,8.270,0.000,-
89,01-May-2019 22:00:00,,,,,0.333,0.000,0.601 ,0.000 ,246.980,9.710,0.000,-
90,01-May-2019 22:15:00,,,,,0.326,0.000,0.585 ,0.000 ,245.700,9.520,0.000,-
91,01-May-2019 22:30:00,,,,,0.213,0.000,0.380 ,0.000 ,245.100,6.180,0.000,-
92,01-May-2019 22:45:00,,,,,0.186,0.000,0.353 ,0.000 ,244.530,5.760,0.000,-
93,01-May-2019 23:00:00,,,,,0.187,0.000,0.325 ,0.000 ,244.630,5.290,0.000,-
94,01-May-2019 23:15:00,,,,,0.083,0.000,0.158 ,0.000 ,244.840,2.570,0.000,-
95,01-May-2019 23:30:00,,,,,0.085,0.000,0.161 ,0.000 ,245.570,2.620,0.000,-
96,01-May-2019 23:45:00,,,,,0.085,0.000,0.157 ,0.000 ,246.960,2.530,0.000,-
97,02-May-2019 00:00:00,,,,,0.088,0.000,0.164 ,0.000 ,247.340,2.630,0.000,-
98,02-May-2019 00:15:00,,,,,0.087,0.000,0.158 ,0.000 ,247.760,2.550,0.000,-
99,02-May-2019 00:30:00,,,,,0.085,0.000,0.152 ,0.000 ,248.330,2.440,0.000,-
100,02-May-2019 00:45:00,,,,,0.078,0.000,0.122 ,0.000 ,248.780,1.950,0.000,-
101,02-May-2019 01:00:00,,,,,0.065,0.000,0.077 ,0.000 ,249.550,1.230,0.000,-
102,02-May-2019 01:15:00,,,,,0.066,0.000,0.078 ,0.000 ,250.270,1.230,0.000,-
103,02-May-2019 01:30:00,,,,,0.065,0.000,0.078 ,0.000 ,251.890,1.230,0.000,-
104,02-May-2019 01:45:00,,,,,0.065,0.000,0.077 ,0.000 ,252.440,1.230,0.000,-
105,02-May-2019 02:00:00,,,,,0.066,0.000,0.079 ,0.000 ,252.650,1.230,0.000,-
106,02-May-2019 02:15:00,,,,,0.065,0.000,0.078 ,0.000 ,253.080,1.230,0.000,-
107,02-May-2019 02:30:00,,,,,0.066,0.000,0.078 ,0.000 ,253.450,1.230,0.000,-
108,02-May-2019 02:45:00,,,,,0.065,0.000,0.079 ,0.000 ,253.970,1.230,0.000,-
109,02-May-2019 03:00:00,,,,,0.093,0.000,0.149 ,0.000 ,254.520,2.330,0.000,-
110,02-May-2019 03:15:00,,,,,0.106,0.000,0.147 ,0.000 ,254.680,2.300,0.000,-
111,02-May-2019 03:30:00,,,,,0.117,0.000,0.119 ,0.000 ,255.170,1.860,0.000,-
112,02-May-2019 03:45:00,,,,,0.118,0.000,0.136 ,0.000 ,255.450,2.120,0.000,-
113,02-May-2019 04:00:00,,,,,0.108,0.000,0.150 ,0.000 ,255.770,2.340,0.000,-
114,02-May-2019 04:15:00,,,,,0.117,0.000,0.153 ,0.000 ,256.310,2.380,0.000,-
115,02-May-2019 04:30:00,,,,,0.106,0.000,0.116 ,0.000 ,256.450,1.800,0.000,-
116,02-May-2019 04:45:00,,,,,0.100,0.000,0.111 ,0.000 ,256.680,1.730,0.000,-
117,02-May-2019 05:00:00,,,,,0.109,0.000,0.119 ,0.000 ,256.610,1.840,0.000,-
118,02-May-2019 05:15:00,,,,,0.108,0.000,0.118 ,0.000 ,256.550,1.830,0.000,-
119,02-May-2019 05:30:00,,,,,0.108,0.000,0.117 ,0.000 ,256.030,1.830,0.000,-
120,02-May-2019 05:45:00,,,,,0.074,0.000,0.088 ,0.000 ,255.430,1.370,0.000,-
121,02-May-2019 06:00:00,,,,,0.086,0.000,0.097 ,0.000 ,255.180,1.510,0.000,-
122,02-May-2019 06:15:00,,,,,0.108,0.000,0.141 ,0.000 ,255.880,2.200,0.000,-
123,02-May-2019 06:30:00,,,,,0.114,0.000,0.154 ,0.000 ,256.190,2.380,0.000,-
124,02-May-2019 06:45:00,,,,,0.119,0.000,0.136 ,0.000 ,256.090,2.120,0.000,-
125,02-May-2019 07:00:00,,,,,0.102,0.000,0.108 ,0.000 ,256.010,1.680,0.000,-
126,02-May-2019 07:15:00,,,,,0.104,0.000,0.111 ,0.000 ,256.320,1.730,0.000,-
127,02-May-2019 07:30:00,,,,,0.102,0.000,0.110 ,0.000 ,256.510,1.700,0.000,-
128,02-May-2019 07:45:00,,,,,0.102,0.000,0.109 ,0.000 ,256.860,1.690,0.000,-
129,02-May-2019 08:00:00,,,,,0.153,0.000,0.160 ,0.000 ,256.750,2.480,0.000,-
130,02-May-2019 08:15:00,,,,,0.132,0.000,0.218 ,0.000 ,256.820,3.390,0.000,-
131,02-May-2019 08:30:00,,,,,0.147,0.000,0.239 ,0.000 ,255.430,3.720,0.000,-
132,02-May-2019 08:45:00,,,,,0.123,0.000,0.192 ,0.000 ,254.350,3.010,0.000,-
133,02-May-2019 09:00:00,,,,,0.172,0.000,0.178 ,0.000 ,253.200,2.800,0.000,-
134,02-May-2019 09:15:00,,,,,0.090,0.000,0.095 ,0.000 ,251.580,1.510,0.000,-
135,02-May-2019 09:30:00,,,,,0.088,0.000,0.093 ,0.000 ,248.990,1.490,0.000,-
136,02-May-2019 09:45:00,,,,,0.091,0.000,0.097 ,0.000 ,247.980,1.550,0.000,-
137,02-May-2019 10:00:00,,,,,0.064,0.000,0.071 ,0.000 ,247.650,1.150,0.000,-
138,02-May-2019 10:15:00,,,,,0.047,0.000,0.059 ,0.000 ,247.390,0.930,0.000,-
139,02-May-2019 10:30:00,,,,,0.049,0.000,0.060 ,0.000 ,247.430,0.980,0.000,-
140,02-May-2019 10:45:00,,,,,0.050,0.000,0.071 ,0.000 ,247.750,1.130,0.000,-
141,02-May-2019 11:00:00,,,,,0.049,0.000,0.069 ,0.000 ,247.070,1.110,0.000,-
142,02-May-2019 11:15:00,,,,,0.063,0.000,0.071 ,0.000 ,246.790,1.150,0.000,-
143,02-May-2019 11:30:00,,,,,0.085,0.000,0.099 ,0.000 ,245.990,1.600,0.000,-
144,02-May-2019 11:45:00,,,,,0.131,0.000,0.143 ,0.000 ,245.640,2.320,0.000,-
145,02-May-2019 12:00:00,,,,,0.128,0.000,0.142 ,0.000 ,245.540,2.300,0.000,-
146,02-May-2019 12:15:00,,,,,0.103,0.000,0.117 ,0.000 ,245.050,1.920,0.000,-
147,02-May-2019 12:30:00,,,,,0.095,0.000,0.111 ,0.000 ,243.680,1.810,0.000,-
148,02-May-2019 12:45:00,,,,,0.086,0.000,0.103 ,0.000 ,243.430,1.690,0.000,-
149,02-May-2019 13:00:00,,,,,0.097,0.000,0.114 ,0.000 ,243.010,1.870,0.000,-
150,02-May-2019 13:15:00,,,,,0.103,0.000,0.113 ,0.000 ,244.090,1.840,0.000,-
151,02-May-2019 13:30:00,,,,,0.108,0.000,0.123 ,0.000 ,244.030,2.010,0.000,-
152,02-May-2019 13:45:00,,,,,0.093,0.000,0.104 ,0.000 ,243.350,1.700,0.000,-
153,02-May-2019 14:00:00,,,,,0.079,0.000,0.084 ,0.000 ,242.480,1.380,0.000,-
154,02-May-2019 14:15:00,,,,,0.099,0.000,0.106 ,0.000 ,243.270,1.720,0.000,-
155,02-May-2019 14:30:00,,,,,0.146,0.000,0.261 ,0.000 ,242.250,4.310,0.000,-
156,02-May-2019 14:45:00,,,,,0.081,0.000,0.111 ,0.000 ,241.280,1.820,0.000,-
157,02-May-2019 15:00:00,,,,,0.053,0.000,0.070 ,0.000 ,240.300,1.160,0.000,-
158,02-May-2019 15:15:00,,,,,0.078,0.000,0.088 ,0.000 ,239.740,1.470,0.000,-
159,02-May-2019 15:30:00,,,,,0.073,0.000,0.080 ,0.000 ,239.450,1.310,0.000,-
160,02-May-2019 15:45:00,,,,,0.066,0.000,0.073 ,0.000 ,240.690,1.210,0.000,-
161,02-May-2019 16:00:00,,,,,0.069,0.000,0.078 ,0.000 ,241.200,1.290,0.000,-
162,02-May-2019 16:15:00,,,,,0.072,0.000,0.075 ,0.000 ,241.180,1.240,0.000,-
163,02-May-2019 16:30:00,,,,,0.074,0.000,0.076 ,0.000 ,240.500,1.250,0.000,-
164,02-May-2019 16:45:00,,,,,0.069,0.000,0.075 ,0.000 ,241.260,1.230,0.000,-
165,02-May-2019 17:00:00,,,,,0.056,0.000,0.071 ,0.000 ,242.370,1.170,0.000,-
166,02-May-2019 17:15:00,,,,,0.065,0.000,0.078 ,0.000 ,243.790,1.270,0.000,-
167,02-May-2019 17:30:00,,,,,0.086,0.000,0.096 ,0.000 ,245.500,1.560,0.000,-
168,02-May-2019 17:45:00,,,,,0.119,0.000,0.126 ,0.000 ,247.170,2.020,0.000,-
169,02-May-2019 18:00:00,,,,,0.122,0.000,0.127 ,0.000 ,249.070,2.050,0.000,-
170,02-May-2019 18:15:00,,,,,0.140,0.000,0.146 ,0.000 ,249.940,2.330,0.000,-
171,02-May-2019 18:30:00,,,,,0.196,0.000,0.203 ,0.000 ,251.160,3.210,0.000,-
172,02-May-2019 18:45:00,,,,,0.219,0.000,0.227 ,0.000 ,252.460,3.590,0.000,-
173,02-May-2019 19:00:00,,,,,0.257,0.000,0.262 ,0.000 ,252.570,4.140,0.000,-
174,02-May-2019 19:15:00,,,,,0.159,0.000,0.166 ,0.000 ,252.370,2.620,0.000,-
175,02-May-2019 19:30:00,,,,,0.162,0.000,0.169 ,0.000 ,253.100,2.660,0.000,-
176,02-May-2019 19:45:00,,,,,0.158,0.000,0.164 ,0.000 ,253.470,2.580,0.000,-
177,02-May-2019 20:00:00,,,,,0.158,0.000,0.167 ,0.000 ,253.930,2.610,0.000,-
178,02-May-2019 20:15:00,,,,,0.149,0.000,0.154 ,0.000 ,255.030,2.400,0.000,-
179,02-May-2019 20:30:00,,,,,0.245,0.000,0.345 ,0.000 ,254.550,5.410,0.000,-
180,02-May-2019 20:45:00,,,,,0.417,0.000,0.620 ,0.000 ,254.950,9.710,0.000,-
181,02-May-2019 21:00:00,,,,,0.369,0.000,0.575 ,0.000 ,254.530,9.020,0.000,-
182,02-May-2019 21:15:00,,,,,0.390,0.000,0.607 ,0.000 ,254.330,9.530,0.000,-
183,02-May-2019 21:30:00,,,,,0.377,0.000,0.591 ,0.000 ,253.850,9.290,0.000,-
184,02-May-2019 21:45:00,,,,,0.408,0.000,0.619 ,0.000 ,253.680,9.750,0.000,-
185,02-May-2019 22:00:00,,,,,0.256,0.000,0.396 ,0.000 ,253.480,6.230,0.000,-
186,02-May-2019 22:15:00,,,,,0.190,0.000,0.316 ,0.000 ,252.550,4.970,0.000,-
187,02-May-2019 22:30:00,,,,,0.114,0.000,0.182 ,0.000 ,252.430,2.880,0.000,-
188,02-May-2019 22:45:00,,,,,0.082,0.000,0.097 ,0.000 ,252.360,1.530,0.000,-
189,02-May-2019 23:00:00,,,,,0.075,0.000,0.093 ,0.000 ,252.690,1.450,0.000,-
190,02-May-2019 23:15:00,,,,,0.074,0.000,0.091 ,0.000 ,252.070,1.450,0.000,-
191,02-May-2019 23:30:00,,,,,0.074,0.000,0.092 ,0.000 ,252.090,1.440,0.000,-
192,02-May-2019 23:45:00,,,,,0.074,0.000,0.091 ,0.000 ,252.270,1.440,0.000,-
193,03-May-2019 00:00:00,,,,,0.074,0.000,0.091 ,0.000 ,252.270,1.430,0.000,-
194,03-May-2019 00:15:00,,,,,0.074,0.000,0.091 ,0.000 ,252.810,1.430,0.000,-
195,03-May-2019 00:30:00,,,,,0.075,0.000,0.091 ,0.000 ,253.090,1.440,0.000,-
196,03-May-2019 00:45:00,,,,,0.077,0.000,0.094 ,0.000 ,253.740,1.460,0.000,-
197,03-May-2019 01:00:00,,,,,0.076,0.000,0.093 ,0.000 ,254.190,1.460,0.000,-
198,03-May-2019 01:15:00,,,,,0.076,0.000,0.093 ,0.000 ,254.610,1.460,0.000,-
199,03-May-2019 01:30:00,,,,,0.075,0.000,0.094 ,0.000 ,254.950,1.460,0.000,-
200,03-May-2019 01:45:00,,,,,0.077,0.000,0.092 ,0.000 ,255.620,1.440,0.000,-
201,03-May-2019 02:00:00,,,,,0.079,0.000,0.094 ,0.000 ,256.190,1.470,0.000,-
202,03-May-2019 02:15:00,,,,,0.079,0.000,0.097 ,0.000 ,256.670,1.490,0.000,-
203,03-May-2019 02:30:00,,,,,0.078,0.000,0.094 ,0.000 ,257.200,1.470,0.000,-
204,03-May-2019 02:45:00,,,,,0.078,0.000,0.096 ,0.000 ,257.380,1.480,0.000,-
205,03-May-2019 03:00:00,,,,,0.072,0.000,0.088 ,0.000 ,257.600,1.370,0.000,-
206,03-May-2019 03:15:00,,,,,0.084,0.000,0.102 ,0.000 ,257.860,1.570,0.000,-
207,03-May-2019 03:30:00,,,,,0.074,0.000,0.092 ,0.000 ,258.230,1.420,0.000,-
208,03-May-2019 03:45:00,,,,,0.071,0.000,0.086 ,0.000 ,258.780,1.320,0.000,-
209,03-May-2019 04:00:00,,,,,0.070,0.000,0.085 ,0.000 ,259.020,1.320,0.000,-
210,03-May-2019 04:15:00,,,,,0.070,0.000,0.086 ,0.000 ,259.130,1.320,0.000,-
211,03-May-2019 04:30:00,,,,,0.070,0.000,0.086 ,0.000 ,259.130,1.320,0.000,-
212,03-May-2019 04:45:00,,,,,0.062,0.000,0.073 ,0.000 ,258.810,1.130,0.000,-
213,03-May-2019 05:00:00,,,,,0.076,0.000,0.087 ,0.000 ,258.570,1.330,0.000,-
214,03-May-2019 05:15:00,,,,,0.088,0.000,0.089 ,0.000 ,258.580,1.380,0.000,-
215,03-May-2019 05:30:00,,,,,0.084,0.000,0.086 ,0.000 ,258.950,1.320,0.000,-
216,03-May-2019 05:45:00,,,,,0.044,0.000,0.058 ,0.000 ,258.650,0.890,0.000,-
217,03-May-2019 06:00:00,,,,,0.067,0.000,0.083 ,0.000 ,258.530,1.280,0.000,-
218,03-May-2019 06:15:00,,,,,0.065,0.000,0.081 ,0.000 ,258.450,1.260,0.000,-
219,03-May-2019 06:30:00,,,,,0.121,0.000,0.141 ,0.000 ,258.140,2.170,0.000,-
220,03-May-2019 06:45:00,,,,,0.107,0.000,0.144 ,0.000 ,257.840,2.240,0.000,-
221,03-May-2019 07:00:00,,,,,0.095,0.000,0.155 ,0.000 ,257.600,2.400,0.000,-
222,03-May-2019 07:15:00,,,,,0.106,0.000,0.177 ,0.000 ,257.510,2.730,0.000,-
223,03-May-2019 07:30:00,,,,,0.077,0.000,0.086 ,0.000 ,256.960,1.340,0.000,-
224,03-May-2019 07:45:00,,,,,0.130,0.000,0.206 ,0.000 ,256.980,3.200,0.000,-
225,03-May-2019 08:00:00,,,,,0.093,0.000,0.134 ,0.000 ,256.680,2.080,0.000,-
226,03-May-2019 08:15:00,,,,,0.079,0.000,0.091 ,0.000 ,256.390,1.420,0.000,-
227,03-May-2019 08:30:00,,,,,0.099,0.000,0.118 ,0.000 ,255.390,1.830,0.000,-
228,03-May-2019 08:45:00,,,,,0.082,0.000,0.092 ,0.000 ,253.940,1.450,0.000,-
229,03-May-2019 09:00:00,,,,,0.109,0.000,0.117 ,0.000 ,252.520,1.850,0.000,-
230,03-May-2019 09:15:00,,,,,0.132,0.000,0.138 ,0.000 ,250.200,2.190,0.000,-
231,03-May-2019 09:30:00,,,,,0.110,0.000,0.114 ,0.000 ,248.370,1.830,0.000,-
232,03-May-2019 09:45:00,,,,,0.079,0.000,0.085 ,0.000 ,247.370,1.370,0.000,-
233,03-May-2019 10:00:00,,,,,0.099,0.000,0.104 ,0.000 ,246.760,1.670,0.000,-
234,03-May-2019 10:15:00,,,,,0.301,0.000,0.304 ,0.000 ,247.160,4.920,0.000,-
235,03-May-2019 10:30:00,,,,,0.703,0.000,0.705 ,0.000 ,246.380,11.420,0.000,-
236,03-May-2019 10:45:00,,,,,0.340,0.000,0.349 ,0.000 ,246.500,5.650,0.000,-
237,03-May-2019 11:00:00,,,,,0.160,0.000,0.172 ,0.000 ,246.380,2.770,0.000,-
238,03-May-2019 11:15:00,,,,,0.132,0.000,0.148 ,0.000 ,245.870,2.410,0.000,-
239,03-May-2019 11:30:00,,,,,0.101,0.000,0.115 ,0.000 ,245.190,1.850,0.000,-
240,03-May-2019 11:45:00,,,,,0.092,0.000,0.111 ,0.000 ,245.080,1.810,0.000,-
241,03-May-2019 12:00:00,,,,,0.242,0.000,0.248 ,0.000 ,244.060,4.060,0.000,-
242,03-May-2019 12:15:00,,,,,0.321,0.000,0.331 ,0.000 ,243.730,5.430,0.000,-
243,03-May-2019 12:30:00,,,,,0.107,0.000,0.114 ,0.000 ,243.750,1.840,0.000,-
244,03-May-2019 12:45:00,,,,,0.106,0.000,0.109 ,0.000 ,243.600,1.790,0.000,-
245,03-May-2019 13:00:00,,,,,0.082,0.000,0.091 ,0.000 ,244.020,1.470,0.000,-
246,03-May-2019 13:15:00,,,,,0.072,0.000,0.080 ,0.000 ,245.070,1.310,0.000,-
247,03-May-2019 13:30:00,,,,,0.096,0.000,0.103 ,0.000 ,244.640,1.680,0.000,-
248,03-May-2019 13:45:00,,,,,0.095,0.000,0.102 ,0.000 ,244.460,1.660,0.000,-
249,03-May-2019 14:00:00,,,,,0.095,0.000,0.102 ,0.000 ,243.670,1.660,0.000,-
250,03-May-2019 14:15:00,,,,,0.093,0.000,0.100 ,0.000 ,243.300,1.630,0.000,-
251,03-May-2019 14:30:00,,,,,0.094,0.000,0.099 ,0.000 ,242.550,1.630,0.000,-
252,03-May-2019 14:45:00,,,,,0.092,0.000,0.099 ,0.000 ,240.840,1.620,0.000,-
253,03-May-2019 15:00:00,,,,,0.067,0.000,0.094 ,0.000 ,240.120,1.570,0.000,-
254,03-May-2019 15:15:00,,,,,0.070,0.000,0.081 ,0.000 ,239.880,1.340,0.000,-
255,03-May-2019 15:30:00,,,,,0.065,0.000,0.075 ,0.000 ,238.590,1.250,0.000,-
256,03-May-2019 15:45:00,,,,,0.077,0.000,0.085 ,0.000 ,238.070,1.430,0.000,-
257,03-May-2019 16:00:00,,,,,0.077,0.000,0.085 ,0.000 ,239.430,1.400,0.000,-
