,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,3
45,01-May-2019 11:00:00,,,,,0.059,0.000,0.070 ,0.000 ,248.580,1.140,0.000,-
46,01-May-2019 11:15:00,,,,,0.045,0.000,0.065 ,0.000 ,249.800,1.020,0.000,-
47,01-May-2019 11:30:00,,,,,0.069,0.000,0.072 ,0.000 ,249.430,1.160,0.000,-
48,01-May-2019 11:45:00,,,,,0.037,0.000,0.058 ,0.000 ,249.920,0.920,0.000,-
49,01-May-2019 12:00:00,,,,,0.054,0.000,0.069 ,0.000 ,248.370,1.110,0.000,-
50,01-May-2019 12:15:00,,,,,0.100,0.000,0.111 ,0.000 ,249.000,1.760,0.000,-
51,01-May-2019 12:30:00,,,,,0.041,0.000,0.053 ,0.000 ,247.800,0.860,0.000,-
52,01-May-2019 12:45:00,,,,,0.029,0.000,0.053 ,0.000 ,248.510,0.850,0.000,-
53,01-May-2019 13:00:00,,,,,0.028,0.000,0.053 ,0.000 ,248.400,0.840,0.000,-
54,01-May-2019 13:15:00,,,,,0.028,0.000,0.053 ,0.000 ,248.810,0.840,0.000,-
55,01-May-2019 13:30:00,,,,,0.028,0.000,0.052 ,0.000 ,248.240,0.840,0.000,-
56,01-May-2019 13:45:00,,,,,0.027,0.000,0.052 ,0.000 ,246.850,0.830,0.000,-
57,01-May-2019 14:00:00,,,,,0.027,0.000,0.051 ,0.000 ,246.120,0.830,0.000,-
58,01-May-2019 14:15:00,,,,,0.052,0.000,0.062 ,0.000 ,246.570,0.990,0.000,-
59,01-May-2019 14:30:00,,,,,0.065,0.000,0.069 ,0.000 ,245.170,1.120,0.000,-
60,01-May-2019 14:45:00,,,,,0.062,0.000,0.066 ,0.000 ,242.960,1.070,0.000,-
61,01-May-2019 15:00:00,,,,,0.051,0.000,0.055 ,0.000 ,241.450,0.920,0.000,-
62,01-May-2019 15:15:00,,,,,0.071,0.000,0.076 ,0.000 ,240.790,1.250,0.000,-
63,01-May-2019 15:30:00,,,,,0.046,0.000,0.051 ,0.000 ,240.460,0.830,0.000,-
64,01-May-2019 15:45:00,,,,,0.050,0.000,0.055 ,0.000 ,241.220,0.920,0.000,-
65,01-May-2019 16:00:00,,,,,0.052,0.000,0.058 ,0.000 ,242.760,0.940,0.000,-
66,01-May-2019 16:15:00,,,,,0.052,0.000,0.057 ,0.000 ,243.720,0.930,0.000,-
67,01-May-2019 16:30:00,,,,,0.052,0.000,0.057 ,0.000 ,244.380,0.930,0.000,-
68,01-May-2019 16:45:00,,,,,0.053,0.000,0.058 ,0.000 ,245.250,0.930,0.000,-
69,01-May-2019 17:00:00,,,,,0.051,0.000,0.057 ,0.000 ,245.960,0.920,0.000,-
70,01-May-2019 17:15:00,,,,,0.050,0.000,0.056 ,0.000 ,245.270,0.910,0.000,-
71,01-May-2019 17:30:00,,,,,0.067,0.000,0.068 ,0.000 ,245.960,1.100,0.000,-
72,01-May-2019 17:45:00,,,,,0.060,0.000,0.062 ,0.000 ,247.730,0.990,0.000,-
73,01-May-2019 18:00:00,,,,,0.062,0.000,0.064 ,0.000 ,248.860,1.030,0.000,-
74,01-May-2019 18:15:00,,,,,0.070,0.000,0.073 ,0.000 ,250.100,1.160,0.000,-
75,01-May-2019 18:30:00,,,,,0.070,0.000,0.072 ,0.000 ,249.530,1.150,0.000,-
76,01-May-2019 18:45:00,,,,,0.063,0.000,0.067 ,0.000 ,249.650,1.070,0.000,-
77,01-May-2019 19:00:00,,,,,0.064,0.000,0.068 ,0.000 ,248.380,1.090,0.000,-
78,01-May-2019 19:15:00,,,,,0.064,0.000,0.069 ,0.000 ,246.930,1.100,0.000,-
79,01-May-2019 19:30:00,,,,,0.063,0.000,0.067 ,0.000 ,246.010,1.090,0.000,-
80,01-May-2019 19:45:00,,,,,0.062,0.000,0.066 ,0.000 ,245.500,1.060,0.000,-
81,01-May-2019 20:00:00,,,,,0.058,0.000,0.064 ,0.000 ,246.590,1.040,0.000,-
82,01-May-2019 20:15:00,,,,,0.065,0.000,0.069 ,0.000 ,247.330,1.110,0.000,-
83,01-May-2019 20:30:00,,,,,0.059,0.000,0.066 ,0.000 ,247.810,1.050,0.000,-
84,01-May-2019 20:45:00,,,,,0.042,0.000,0.056 ,0.000 ,247.780,0.910,0.000,-
85,01-May-2019 21:00:00,,,,,0.046,0.000,0.059 ,0.000 ,247.720,0.930,0.000,-
86,01-May-2019 21:15:00,,,,,0.063,0.000,0.067 ,0.000 ,247.340,1.080,0.000,-
87,01-May-2019 21:30:00,,,,,0.070,0.000,0.074 ,0.000 ,246.190,1.200,0.000,-
88,01-May-2019 21:45:00,,,,,0.288,0.000,0.293 ,0.000 ,246.350,4.760,0.000,-
89,01-May-2019 22:00:00,,,,,0.415,0.000,0.419 ,0.000 ,244.120,6.840,0.000,-
90,01-May-2019 22:15:00,,,,,0.255,0.000,0.262 ,0.000 ,241.910,4.320,0.000,-
91,01-May-2019 22:30:00,,,,,0.045,0.000,0.054 ,0.000 ,240.700,0.890,0.000,-
92,01-May-2019 22:45:00,,,,,0.203,0.000,0.209 ,0.000 ,240.130,3.480,0.000,-
93,01-May-2019 23:00:00,,,,,0.398,0.000,0.402 ,0.000 ,238.510,6.710,0.000,-
94,01-May-2019 23:15:00,,,,,0.399,0.000,0.402 ,0.000 ,238.230,6.740,0.000,-
95,01-May-2019 23:30:00,,,,,0.406,0.000,0.409 ,0.000 ,238.800,6.830,0.000,-
96,01-May-2019 23:45:00,,,,,0.401,0.000,0.404 ,0.000 ,240.010,6.720,0.000,-
97,02-May-2019 00:00:00,,,,,0.400,0.000,0.403 ,0.000 ,240.670,6.680,0.000,-
98,02-May-2019 00:15:00,,,,,0.395,0.000,0.398 ,0.000 ,242.050,6.570,0.000,-
99,02-May-2019 00:30:00,,,,,0.392,0.000,0.395 ,0.000 ,243.000,6.490,0.000,-
100,02-May-2019 00:45:00,,,,,0.395,0.000,0.400 ,0.000 ,243.610,6.540,0.000,-
101,02-May-2019 01:00:00,,,,,0.380,0.000,0.383 ,0.000 ,244.520,6.250,0.000,-
102,02-May-2019 01:15:00,,,,,0.371,0.000,0.376 ,0.000 ,245.810,6.100,0.000,-
103,02-May-2019 01:30:00,,,,,0.383,0.000,0.386 ,0.000 ,246.890,6.250,0.000,-
104,02-May-2019 01:45:00,,,,,0.364,0.000,0.369 ,0.000 ,247.200,5.940,0.000,-
105,02-May-2019 02:00:00,,,,,0.384,0.000,0.388 ,0.000 ,247.730,6.250,0.000,-
106,02-May-2019 02:15:00,,,,,0.366,0.000,0.371 ,0.000 ,248.860,5.950,0.000,-
107,02-May-2019 02:30:00,,,,,0.377,0.000,0.381 ,0.000 ,249.720,6.100,0.000,-
108,02-May-2019 02:45:00,,,,,0.369,0.000,0.374 ,0.000 ,250.530,5.950,0.000,-
109,02-May-2019 03:00:00,,,,,0.374,0.000,0.379 ,0.000 ,251.190,6.020,0.000,-
110,02-May-2019 03:15:00,,,,,0.367,0.000,0.371 ,0.000 ,251.790,5.890,0.000,-
111,02-May-2019 03:30:00,,,,,0.373,0.000,0.378 ,0.000 ,251.730,5.990,0.000,-
112,02-May-2019 03:45:00,,,,,0.368,0.000,0.374 ,0.000 ,252.330,5.910,0.000,-
113,02-May-2019 04:00:00,,,,,0.051,0.000,0.058 ,0.000 ,253.370,0.910,0.000,-
114,02-May-2019 04:15:00,,,,,0.033,0.000,0.042 ,0.000 ,254.190,0.650,0.000,-
115,02-May-2019 04:30:00,,,,,0.037,0.000,0.045 ,0.000 ,253.280,0.700,0.000,-
116,02-May-2019 04:45:00,,,,,0.034,0.000,0.042 ,0.000 ,252.330,0.660,0.000,-
117,02-May-2019 05:00:00,,,,,0.037,0.000,0.044 ,0.000 ,252.660,0.700,0.000,-
118,02-May-2019 05:15:00,,,,,0.035,0.000,0.044 ,0.000 ,252.960,0.680,0.000,-
119,02-May-2019 05:30:00,,,,,0.253,0.000,0.258 ,0.000 ,252.140,4.090,0.000,-
120,02-May-2019 05:45:00,,,,,0.045,0.000,0.052 ,0.000 ,252.430,0.810,0.000,-
121,02-May-2019 06:00:00,,,,,0.039,0.000,0.044 ,0.000 ,253.440,0.690,0.000,-
122,02-May-2019 06:15:00,,,,,0.023,0.000,0.029 ,0.000 ,254.510,0.460,0.000,-
123,02-May-2019 06:30:00,,,,,0.026,0.000,0.030 ,0.000 ,254.620,0.470,0.000,-
124,02-May-2019 06:45:00,,,,,0.326,0.000,0.329 ,0.000 ,254.550,5.150,0.000,-
125,02-May-2019 07:00:00,,,,,0.023,0.000,0.025 ,0.000 ,254.540,0.390,0.000,-
126,02-May-2019 07:15:00,,,,,0.027,0.000,0.032 ,0.000 ,254.460,0.500,0.000,-
127,02-May-2019 07:30:00,,,,,0.233,0.000,0.237 ,0.000 ,255.010,3.710,0.000,-
128,02-May-2019 07:45:00,,,,,0.178,0.000,0.183 ,0.000 ,255.100,2.850,0.000,-
129,02-May-2019 08:00:00,,,,,0.041,0.000,0.046 ,0.000 ,254.950,0.720,0.000,-
130,02-May-2019 08:15:00,,,,,0.043,0.000,0.053 ,0.000 ,254.880,0.830,0.000,-
131,02-May-2019 08:30:00,,,,,0.046,0.000,0.059 ,0.000 ,253.860,0.930,0.000,-
132,02-May-2019 08:45:00,,,,,0.043,0.000,0.055 ,0.000 ,252.020,0.860,0.000,-
133,02-May-2019 09:00:00,,,,,0.040,0.000,0.055 ,0.000 ,252.140,0.860,0.000,-
134,02-May-2019 09:15:00,,,,,0.041,0.000,0.055 ,0.000 ,250.900,0.870,0.000,-
135,02-May-2019 09:30:00,,,,,0.034,0.000,0.055 ,0.000 ,248.940,0.890,0.000,-
136,02-May-2019 09:45:00,,,,,0.030,0.000,0.053 ,0.000 ,247.710,0.840,0.000,-
137,02-May-2019 10:00:00,,,,,0.060,0.000,0.080 ,0.000 ,246.870,1.290,0.000,-
138,02-May-2019 10:15:00,,,,,0.067,0.000,0.089 ,0.000 ,247.730,1.430,0.000,-
139,02-May-2019 10:30:00,,,,,0.049,0.000,0.070 ,0.000 ,246.700,1.120,0.000,-
140,02-May-2019 10:45:00,,,,,0.032,0.000,0.053 ,0.000 ,246.630,0.860,0.000,-
141,02-May-2019 11:00:00,,,,,0.034,0.000,0.052 ,0.000 ,246.190,0.830,0.000,-
142,02-May-2019 11:15:00,,,,,0.029,0.000,0.051 ,0.000 ,245.230,0.840,0.000,-
143,02-May-2019 11:30:00,,,,,0.028,0.000,0.052 ,0.000 ,244.190,0.830,0.000,-
144,02-May-2019 11:45:00,,,,,0.028,0.000,0.051 ,0.000 ,244.400,0.830,0.000,-
145,02-May-2019 12:00:00,,,,,0.028,0.000,0.051 ,0.000 ,244.250,0.830,0.000,-
146,02-May-2019 12:15:00,,,,,0.042,0.000,0.053 ,0.000 ,243.780,0.860,0.000,-
147,02-May-2019 12:30:00,,,,,0.035,0.000,0.052 ,0.000 ,241.980,0.850,0.000,-
148,02-May-2019 12:45:00,,,,,0.035,0.000,0.047 ,0.000 ,242.530,0.780,0.000,-
149,02-May-2019 13:00:00,,,,,0.032,0.000,0.052 ,0.000 ,243.230,0.840,0.000,-
150,02-May-2019 13:15:00,,,,,0.034,0.000,0.052 ,0.000 ,245.480,0.860,0.000,-
151,02-May-2019 13:30:00,,,,,0.028,0.000,0.051 ,0.000 ,244.540,0.820,0.000,-
152,02-May-2019 13:45:00,,,,,0.025,0.000,0.049 ,0.000 ,243.270,0.800,0.000,-
153,02-May-2019 14:00:00,,,,,0.025,0.000,0.049 ,0.000 ,241.710,0.800,0.000,-
154,02-May-2019 14:15:00,,,,,0.319,0.000,0.326 ,0.000 ,243.910,5.340,0.000,-
155,02-May-2019 14:30:00,,,,,0.400,0.000,0.404 ,0.000 ,242.270,6.640,0.000,-
156,02-May-2019 14:45:00,,,,,0.401,0.000,0.404 ,0.000 ,240.560,6.710,0.000,-
157,02-May-2019 15:00:00,,,,,0.400,0.000,0.404 ,0.000 ,240.110,6.720,0.000,-
158,02-May-2019 15:15:00,,,,,0.404,0.000,0.407 ,0.000 ,239.470,6.770,0.000,-
159,02-May-2019 15:30:00,,,,,0.407,0.000,0.410 ,0.000 ,238.620,6.860,0.000,-
160,02-May-2019 15:45:00,,,,,0.406,0.000,0.409 ,0.000 ,239.960,6.800,0.000,-
161,02-May-2019 16:00:00,,,,,0.405,0.000,0.408 ,0.000 ,241.450,6.750,0.000,-
162,02-May-2019 16:15:00,,,,,0.391,0.000,0.395 ,0.000 ,242.940,6.490,0.000,-
163,02-May-2019 16:30:00,,,,,0.392,0.000,0.395 ,0.000 ,243.790,6.460,0.000,-
164,02-May-2019 16:45:00,,,,,0.186,0.000,0.195 ,0.000 ,244.910,3.180,0.000,-
165,02-May-2019 17:00:00,,,,,0.042,0.000,0.054 ,0.000 ,246.000,0.860,0.000,-
166,02-May-2019 17:15:00,,,,,0.090,0.000,0.102 ,0.000 ,247.790,1.650,0.000,-
167,02-May-2019 17:30:00,,,,,0.039,0.000,0.052 ,0.000 ,248.780,0.830,0.000,-
168,02-May-2019 17:45:00,,,,,0.068,0.000,0.078 ,0.000 ,251.590,1.230,0.000,-
169,02-May-2019 18:00:00,,,,,0.397,0.000,0.402 ,0.000 ,253.510,6.330,0.000,-
170,02-May-2019 18:15:00,,,,,0.301,0.000,0.308 ,0.000 ,254.700,4.820,0.000,-
171,02-May-2019 18:30:00,,,,,0.075,0.000,0.086 ,0.000 ,254.830,1.340,0.000,-
172,02-May-2019 18:45:00,,,,,0.045,0.000,0.064 ,0.000 ,255.990,0.990,0.000,-
173,02-May-2019 19:00:00,,,,,0.051,0.000,0.064 ,0.000 ,254.570,1.000,0.000,-
174,02-May-2019 19:15:00,,,,,0.072,0.000,0.078 ,0.000 ,253.960,1.220,0.000,-
175,02-May-2019 19:30:00,,,,,0.060,0.000,0.068 ,0.000 ,254.100,1.070,0.000,-
176,02-May-2019 19:45:00,,,,,0.041,0.000,0.054 ,0.000 ,254.770,0.840,0.000,-
177,02-May-2019 20:00:00,,,,,0.040,0.000,0.054 ,0.000 ,255.160,0.840,0.000,-
178,02-May-2019 20:15:00,,,,,0.046,0.000,0.057 ,0.000 ,255.350,0.880,0.000,-
179,02-May-2019 20:30:00,,,,,0.051,0.000,0.062 ,0.000 ,254.660,0.970,0.000,-
180,02-May-2019 20:45:00,,,,,0.044,0.000,0.058 ,0.000 ,254.950,0.900,0.000,-
181,02-May-2019 21:00:00,,,,,0.044,0.000,0.058 ,0.000 ,254.440,0.900,0.000,-
182,02-May-2019 21:15:00,,,,,0.043,0.000,0.057 ,0.000 ,253.970,0.900,0.000,-
183,02-May-2019 21:30:00,,,,,0.048,0.000,0.059 ,0.000 ,252.300,0.930,0.000,-
184,02-May-2019 21:45:00,,,,,0.067,0.000,0.073 ,0.000 ,251.220,1.150,0.000,-
185,02-May-2019 22:00:00,,,,,0.060,0.000,0.068 ,0.000 ,250.600,1.080,0.000,-
186,02-May-2019 22:15:00,,,,,0.055,0.000,0.061 ,0.000 ,249.200,0.970,0.000,-
187,02-May-2019 22:30:00,,,,,0.046,0.000,0.052 ,0.000 ,248.540,0.830,0.000,-
188,02-May-2019 22:45:00,,,,,0.050,0.000,0.056 ,0.000 ,248.290,0.900,0.000,-
189,02-May-2019 23:00:00,,,,,0.364,0.000,0.369 ,0.000 ,246.830,5.960,0.000,-
190,02-May-2019 23:15:00,,,,,0.211,0.000,0.216 ,0.000 ,246.390,3.510,0.000,-
191,02-May-2019 23:30:00,,,,,0.033,0.000,0.041 ,0.000 ,247.150,0.650,0.000,-
192,02-May-2019 23:45:00,,,,,0.035,0.000,0.040 ,0.000 ,247.270,0.650,0.000,-
193,03-May-2019 00:00:00,,,,,0.299,0.000,0.304 ,0.000 ,247.470,4.910,0.000,-
194,03-May-2019 00:15:00,,,,,0.345,0.000,0.350 ,0.000 ,248.360,5.620,0.000,-
195,03-May-2019 00:30:00,,,,,0.347,0.000,0.351 ,0.000 ,249.070,5.630,0.000,-
196,03-May-2019 00:45:00,,,,,0.346,0.000,0.352 ,0.000 ,249.280,5.620,0.000,-
197,03-May-2019 01:00:00,,,,,0.349,0.000,0.353 ,0.000 ,250.170,5.640,0.000,-
198,03-May-2019 01:15:00,,,,,0.349,0.000,0.353 ,0.000 ,250.580,5.620,0.000,-
199,03-May-2019 01:30:00,,,,,0.348,0.000,0.353 ,0.000 ,250.320,5.630,0.000,-
200,03-May-2019 01:45:00,,,,,0.349,0.000,0.354 ,0.000 ,250.940,5.620,0.000,-
201,03-May-2019 02:00:00,,,,,0.350,0.000,0.355 ,0.000 ,252.070,5.610,0.000,-
202,03-May-2019 02:15:00,,,,,0.350,0.000,0.354 ,0.000 ,252.750,5.600,0.000,-
203,03-May-2019 02:30:00,,,,,0.350,0.000,0.355 ,0.000 ,253.000,5.590,0.000,-
204,03-May-2019 02:45:00,,,,,0.353,0.000,0.357 ,0.000 ,253.460,5.620,0.000,-
205,03-May-2019 03:00:00,,,,,0.354,0.000,0.358 ,0.000 ,253.780,5.630,0.000,-
206,03-May-2019 03:15:00,,,,,0.352,0.000,0.357 ,0.000 ,254.030,5.600,0.000,-
207,03-May-2019 03:30:00,,,,,0.354,0.000,0.359 ,0.000 ,255.190,5.610,0.000,-
208,03-May-2019 03:45:00,,,,,0.355,0.000,0.359 ,0.000 ,255.780,5.610,0.000,-
209,03-May-2019 04:00:00,,,,,0.272,0.000,0.280 ,0.000 ,255.960,4.360,0.000,-
210,03-May-2019 04:15:00,,,,,0.031,0.000,0.046 ,0.000 ,256.970,0.710,0.000,-
211,03-May-2019 04:30:00,,,,,0.031,0.000,0.045 ,0.000 ,257.060,0.700,0.000,-
212,03-May-2019 04:45:00,,,,,0.031,0.000,0.045 ,0.000 ,256.250,0.700,0.000,-
213,03-May-2019 05:00:00,,,,,0.031,0.000,0.045 ,0.000 ,255.540,0.690,0.000,-
214,03-May-2019 05:15:00,,,,,0.030,0.000,0.044 ,0.000 ,255.340,0.690,0.000,-
215,03-May-2019 05:30:00,,,,,0.267,0.000,0.270 ,0.000 ,254.870,4.230,0.000,-
216,03-May-2019 05:45:00,,,,,0.177,0.000,0.181 ,0.000 ,255.260,2.830,0.000,-
217,03-May-2019 06:00:00,,,,,0.144,0.000,0.158 ,0.000 ,255.570,2.460,0.000,-
218,03-May-2019 06:15:00,,,,,0.051,0.000,0.068 ,0.000 ,256.440,1.050,0.000,-
219,03-May-2019 06:30:00,,,,,0.064,0.000,0.073 ,0.000 ,256.560,1.140,0.000,-
220,03-May-2019 06:45:00,,,,,0.209,0.000,0.218 ,0.000 ,256.190,3.390,0.000,-
221,03-May-2019 07:00:00,,,,,0.301,0.000,0.307 ,0.000 ,255.900,4.800,0.000,-
222,03-May-2019 07:15:00,,,,,0.048,0.000,0.061 ,0.000 ,255.750,0.940,0.000,-
223,03-May-2019 07:30:00,,,,,0.029,0.000,0.055 ,0.000 ,254.760,0.860,0.000,-
224,03-May-2019 07:45:00,,,,,0.035,0.000,0.054 ,0.000 ,255.220,0.840,0.000,-
225,03-May-2019 08:00:00,,,,,0.036,0.000,0.054 ,0.000 ,255.980,0.840,0.000,-
226,03-May-2019 08:15:00,,,,,0.038,0.000,0.053 ,0.000 ,255.340,0.820,0.000,-
227,03-May-2019 08:30:00,,,,,0.038,0.000,0.052 ,0.000 ,253.230,0.810,0.000,-
228,03-May-2019 08:45:00,,,,,0.034,0.000,0.052 ,0.000 ,252.450,0.820,0.000,-
229,03-May-2019 09:00:00,,,,,0.031,0.000,0.056 ,0.000 ,250.820,0.870,0.000,-
230,03-May-2019 09:15:00,,,,,0.046,0.000,0.059 ,0.000 ,249.590,0.950,0.000,-
231,03-May-2019 09:30:00,,,,,0.039,0.000,0.052 ,0.000 ,247.800,0.830,0.000,-
232,03-May-2019 09:45:00,,,,,0.038,0.000,0.052 ,0.000 ,247.800,0.830,0.000,-
233,03-May-2019 10:00:00,,,,,0.037,0.000,0.051 ,0.000 ,246.940,0.820,0.000,-
234,03-May-2019 10:15:00,,,,,0.038,0.000,0.051 ,0.000 ,246.660,0.820,0.000,-
235,03-May-2019 10:30:00,,,,,0.030,0.000,0.051 ,0.000 ,245.990,0.820,0.000,-
236,03-May-2019 10:45:00,,,,,0.043,0.000,0.053 ,0.000 ,244.780,0.870,0.000,-
237,03-May-2019 11:00:00,,,,,0.039,0.000,0.053 ,0.000 ,246.160,0.860,0.000,-
238,03-May-2019 11:15:00,,,,,0.025,0.000,0.051 ,0.000 ,246.080,0.820,0.000,-
239,03-May-2019 11:30:00,,,,,0.026,0.000,0.051 ,0.000 ,245.540,0.820,0.000,-
240,03-May-2019 11:45:00,,,,,0.030,0.000,0.050 ,0.000 ,245.710,0.810,0.000,-
241,03-May-2019 12:00:00,,,,,0.029,0.000,0.051 ,0.000 ,245.230,0.820,0.000,-
242,03-May-2019 12:15:00,,,,,0.025,0.000,0.050 ,0.000 ,244.480,0.810,0.000,-
243,03-May-2019 12:30:00,,,,,0.025,0.000,0.050 ,0.000 ,244.700,0.810,0.000,-
244,03-May-2019 12:45:00,,,,,0.025,0.000,0.050 ,0.000 ,245.120,0.810,0.000,-
245,03-May-2019 13:00:00,,,,,0.025,0.000,0.050 ,0.000 ,245.200,0.810,0.000,-
246,03-May-2019 13:15:00,,,,,0.025,0.000,0.050 ,0.000 ,246.060,0.810,0.000,-
247,03-May-2019 13:30:00,,,,,0.025,0.000,0.050 ,0.000 ,246.620,0.810,0.000,-
248,03-May-2019 13:45:00,,,,,0.024,0.000,0.051 ,0.000 ,245.590,0.810,0.000,-
249,03-May-2019 14:00:00,,,,,0.025,0.000,0.049 ,0.000 ,244.430,0.800,0.000,-
250,03-May-2019 14:15:00,,,,,0.024,0.000,0.049 ,0.000 ,244.650,0.800,0.000,-
251,03-May-2019 14:30:00,,,,,0.025,0.000,0.050 ,0.000 ,245.170,0.800,0.000,-
252,03-May-2019 14:45:00,,,,,0.024,0.000,0.049 ,0.000 ,242.830,0.790,0.000,-
253,03-May-2019 15:00:00,,,,,0.023,0.000,0.048 ,0.000 ,241.170,0.790,0.000,-
254,03-May-2019 15:15:00,,,,,0.024,0.000,0.047 ,0.000 ,240.790,0.790,0.000,-
255,03-May-2019 15:30:00,,,,,0.024,0.000,0.048 ,0.000 ,240.500,0.780,0.000,-
256,03-May-2019 15:45:00,,,,,0.023,0.000,0.048 ,0.000 ,240.480,0.780,0.000,-
257,03-May-2019 16:00:00,,,,,0.024,0.000,0.047 ,0.000 ,241.190,0.790,0.000,-
