,,,,,,,,,,,,,
Block Load Profile Report From 01-May-2019 To 10-May-2019,,,,,,,,,,,,,
Consumer Number:,,Consumer Name:,,Substation Name:,ABCD,Feeder Name:,A1,Dtr Name:,DTR2,Meter Number:,,Contracted Load(kW):,3
45,01-May-2019 11:00:00,,,,,0.066,0.000,0.081 ,0.000 ,249.070,1.290,0.000,-
46,01-May-2019 11:15:00,,,,,0.375,0.000,0.381 ,0.000 ,249.340,6.100,0.000,-
47,01-May-2019 11:30:00,,,,,0.678,0.000,0.679 ,0.000 ,249.320,10.860,0.000,-
48,01-May-2019 11:45:00,,,,,0.712,0.000,0.712 ,0.000 ,250.120,11.370,0.000,-
49,01-May-2019 12:00:00,,,,,0.668,0.000,0.669 ,0.000 ,247.730,10.780,0.000,-
50,01-May-2019 12:15:00,,,,,0.109,0.000,0.110 ,0.000 ,250.500,1.750,0.000,-
51,01-May-2019 12:30:00,,,,,0.105,0.000,0.109 ,0.000 ,247.140,1.750,0.000,-
52,01-May-2019 12:45:00,,,,,0.064,0.000,0.070 ,0.000 ,248.620,1.120,0.000,-
53,01-May-2019 13:00:00,,,,,0.045,0.000,0.052 ,0.000 ,247.730,0.830,0.000,-
54,01-May-2019 13:15:00,,,,,0.105,0.000,0.109 ,0.000 ,247.650,1.760,0.000,-
55,01-May-2019 13:30:00,,,,,0.077,0.000,0.084 ,0.000 ,247.690,1.340,0.000,-
56,01-May-2019 13:45:00,,,,,0.041,0.000,0.047 ,0.000 ,248.570,0.760,0.000,-
57,01-May-2019 14:00:00,,,,,0.033,0.000,0.042 ,0.000 ,247.700,0.660,0.000,-
58,01-May-2019 14:15:00,,,,,0.028,0.000,0.037 ,0.000 ,247.390,0.590,0.000,-
59,01-May-2019 14:30:00,,,,,0.027,0.000,0.036 ,0.000 ,245.710,0.590,0.000,-
60,01-May-2019 14:45:00,,,,,0.032,0.000,0.039 ,0.000 ,244.070,0.620,0.000,-
61,01-May-2019 15:00:00,,,,,0.025,0.000,0.025 ,0.000 ,244.920,0.410,0.000,-
62,01-May-2019 15:15:00,,,,,0.023,0.000,0.029 ,0.000 ,243.420,0.470,0.000,-
63,01-May-2019 15:30:00,,,,,0.028,0.000,0.037 ,0.000 ,244.330,0.600,0.000,-
64,01-May-2019 15:45:00,,,,,0.027,0.000,0.037 ,0.000 ,243.490,0.600,0.000,-
65,01-May-2019 16:00:00,,,,,0.032,0.000,0.041 ,0.000 ,243.190,0.670,0.000,-
66,01-May-2019 16:15:00,,,,,0.031,0.000,0.040 ,0.000 ,244.340,0.650,0.000,-
67,01-May-2019 16:30:00,,,,,0.028,0.000,0.034 ,0.000 ,244.540,0.540,0.000,-
68,01-May-2019 16:45:00,,,,,0.049,0.000,0.062 ,0.000 ,246.280,1.010,0.000,-
69,01-May-2019 17:00:00,,,,,0.065,0.000,0.082 ,0.000 ,248.440,1.310,0.000,-
70,01-May-2019 17:15:00,,,,,0.056,0.000,0.068 ,0.000 ,246.900,1.100,0.000,-
71,01-May-2019 17:30:00,,,,,0.044,0.000,0.049 ,0.000 ,247.280,0.770,0.000,-
72,01-May-2019 17:45:00,,,,,0.053,0.000,0.062 ,0.000 ,248.500,0.990,0.000,-
73,01-May-2019 18:00:00,,,,,0.064,0.000,0.079 ,0.000 ,250.690,1.270,0.000,-
74,01-May-2019 18:15:00,,,,,0.077,0.000,0.080 ,0.000 ,252.850,1.240,0.000,-
75,01-May-2019 18:30:00,,,,,0.062,0.000,0.064 ,0.000 ,250.370,1.030,0.000,-
76,01-May-2019 18:45:00,,,,,0.070,0.000,0.079 ,0.000 ,249.700,1.250,0.000,-
77,01-May-2019 19:00:00,,,,,0.063,0.000,0.073 ,0.000 ,249.150,1.170,0.000,-
78,01-May-2019 19:15:00,,,,,0.084,0.000,0.095 ,0.000 ,247.470,1.520,0.000,-
79,01-May-2019 19:30:00,,,,,0.050,0.000,0.061 ,0.000 ,245.230,0.990,0.000,-
80,01-May-2019 19:45:00,,,,,0.048,0.000,0.058 ,0.000 ,245.270,0.950,0.000,-
81,01-May-2019 20:00:00,,,,,0.050,0.000,0.060 ,0.000 ,245.510,0.970,0.000,-
82,01-May-2019 20:15:00,,,,,0.063,0.000,0.072 ,0.000 ,245.260,1.160,0.000,-
83,01-May-2019 20:30:00,,,,,0.070,0.000,0.080 ,0.000 ,245.930,1.290,0.000,-
84,01-May-2019 20:45:00,,,,,0.137,0.000,0.146 ,0.000 ,245.230,2.380,0.000,-
85,01-May-2019 21:00:00,,,,,0.133,0.000,0.142 ,0.000 ,244.360,2.310,0.000,-
86,01-May-2019 21:15:00,,,,,0.084,0.000,0.098 ,0.000 ,244.990,1.580,0.000,-
87,01-May-2019 21:30:00,,,,,0.101,0.000,0.112 ,0.000 ,246.890,1.810,0.000,-
88,01-May-2019 21:45:00,,,,,0.119,0.000,0.127 ,0.000 ,245.620,2.070,0.000,-
89,01-May-2019 22:00:00,,,,,0.111,0.000,0.118 ,0.000 ,245.050,1.920,0.000,-
90,01-May-2019 22:15:00,,,,,0.113,0.000,0.119 ,0.000 ,244.230,1.930,0.000,-
91,01-May-2019 22:30:00,,,,,0.127,0.000,0.133 ,0.000 ,242.700,2.180,0.000,-
92,01-May-2019 22:45:00,,,,,0.128,0.000,0.133 ,0.000 ,240.850,2.190,0.000,-
93,01-May-2019 23:00:00,,,,,0.127,0.000,0.132 ,0.000 ,241.160,2.190,0.000,-
94,01-May-2019 23:15:00,,,,,0.127,0.000,0.132 ,0.000 ,240.760,2.180,0.000,-
95,01-May-2019 23:30:00,,,,,0.124,0.000,0.130 ,0.000 ,239.670,2.160,0.000,-
96,01-May-2019 23:45:00,,,,,0.126,0.000,0.131 ,0.000 ,241.690,2.160,0.000,-
97,02-May-2019 00:00:00,,,,,0.127,0.000,0.132 ,0.000 ,243.150,2.160,0.000,-
98,02-May-2019 00:15:00,,,,,0.108,0.000,0.109 ,0.000 ,243.750,1.790,0.000,-
99,02-May-2019 00:30:00,,,,,0.108,0.000,0.110 ,0.000 ,243.680,1.780,0.000,-
100,02-May-2019 00:45:00,,,,,0.128,0.000,0.132 ,0.000 ,244.110,2.170,0.000,-
101,02-May-2019 01:00:00,,,,,0.126,0.000,0.132 ,0.000 ,244.270,2.140,0.000,-
102,02-May-2019 01:15:00,,,,,0.116,0.000,0.117 ,0.000 ,244.780,1.910,0.000,-
103,02-May-2019 01:30:00,,,,,0.108,0.000,0.108 ,0.000 ,245.740,1.760,0.000,-
104,02-May-2019 01:45:00,,,,,0.115,0.000,0.118 ,0.000 ,246.120,1.900,0.000,-
105,02-May-2019 02:00:00,,,,,0.120,0.000,0.122 ,0.000 ,246.810,1.970,0.000,-
106,02-May-2019 02:15:00,,,,,0.120,0.000,0.123 ,0.000 ,247.100,1.970,0.000,-
107,02-May-2019 02:30:00,,,,,0.116,0.000,0.118 ,0.000 ,247.560,1.900,0.000,-
108,02-May-2019 02:45:00,,,,,0.110,0.000,0.110 ,0.000 ,248.560,1.760,0.000,-
109,02-May-2019 03:00:00,,,,,0.114,0.000,0.115 ,0.000 ,249.070,1.850,0.000,-
110,02-May-2019 03:15:00,,,,,0.121,0.000,0.124 ,0.000 ,249.380,1.980,0.000,-
111,02-May-2019 03:30:00,,,,,0.122,0.000,0.125 ,0.000 ,250.530,1.980,0.000,-
112,02-May-2019 03:45:00,,,,,0.118,0.000,0.120 ,0.000 ,251.530,1.910,0.000,-
113,02-May-2019 04:00:00,,,,,0.112,0.000,0.112 ,0.000 ,252.220,1.770,0.000,-
114,02-May-2019 04:15:00,,,,,0.115,0.000,0.117 ,0.000 ,253.210,1.840,0.000,-
115,02-May-2019 04:30:00,,,,,0.129,0.000,0.130 ,0.000 ,252.640,2.050,0.000,-
116,02-May-2019 04:45:00,,,,,0.146,0.000,0.147 ,0.000 ,251.540,2.330,0.000,-
117,02-May-2019 05:00:00,,,,,0.124,0.000,0.124 ,0.000 ,252.020,1.960,0.000,-
118,02-May-2019 05:15:00,,,,,0.124,0.000,0.128 ,0.000 ,250.880,2.020,0.000,-
119,02-May-2019 05:30:00,,,,,0.123,0.000,0.126 ,0.000 ,250.430,2.010,0.000,-
120,02-May-2019 05:45:00,,,,,0.124,0.000,0.127 ,0.000 ,251.770,2.000,0.000,-
121,02-May-2019 06:00:00,,,,,0.124,0.000,0.127 ,0.000 ,254.100,2.000,0.000,-
122,02-May-2019 06:15:00,,,,,0.124,0.000,0.127 ,0.000 ,254.090,2.000,0.000,-
123,02-May-2019 06:30:00,,,,,0.119,0.000,0.121 ,0.000 ,253.990,1.890,0.000,-
124,02-May-2019 06:45:00,,,,,0.113,0.000,0.114 ,0.000 ,255.190,1.780,0.000,-
125,02-May-2019 07:00:00,,,,,0.120,0.000,0.122 ,0.000 ,255.880,1.900,0.000,-
126,02-May-2019 07:15:00,,,,,0.101,0.000,0.105 ,0.000 ,256.090,1.630,0.000,-
127,02-May-2019 07:30:00,,,,,0.113,0.000,0.116 ,0.000 ,255.150,1.820,0.000,-
128,02-May-2019 07:45:00,,,,,0.079,0.000,0.082 ,0.000 ,255.290,1.270,0.000,-
129,02-May-2019 08:00:00,,,,,0.068,0.000,0.070 ,0.000 ,254.100,1.100,0.000,-
130,02-May-2019 08:15:00,,,,,0.085,0.000,0.093 ,0.000 ,254.340,1.450,0.000,-
131,02-May-2019 08:30:00,,,,,0.079,0.000,0.087 ,0.000 ,252.620,1.380,0.000,-
132,02-May-2019 08:45:00,,,,,0.079,0.000,0.090 ,0.000 ,251.640,1.410,0.000,-
133,02-May-2019 09:00:00,,,,,0.065,0.000,0.066 ,0.000 ,252.070,1.040,0.000,-
134,02-May-2019 09:15:00,,,,,0.091,0.000,0.101 ,0.000 ,250.000,1.600,0.000,-
135,02-May-2019 09:30:00,,,,,0.112,0.000,0.126 ,0.000 ,249.470,2.020,0.000,-
136,02-May-2019 09:45:00,,,,,0.111,0.000,0.119 ,0.000 ,248.270,1.910,0.000,-
137,02-May-2019 10:00:00,,,,,0.056,0.000,0.059 ,0.000 ,247.680,0.950,0.000,-
138,02-May-2019 10:15:00,,,,,0.084,0.000,0.091 ,0.000 ,248.990,1.450,0.000,-
139,02-May-2019 10:30:00,,,,,0.270,0.000,0.276 ,0.000 ,247.190,4.470,0.000,-
140,02-May-2019 10:45:00,,,,,0.613,0.000,0.614 ,0.000 ,246.410,9.950,0.000,-
141,02-May-2019 11:00:00,,,,,0.621,0.000,0.621 ,0.000 ,247.440,10.020,0.000,-
142,02-May-2019 11:15:00,,,,,0.149,0.000,0.154 ,0.000 ,247.510,2.480,0.000,-
143,02-May-2019 11:30:00,,,,,0.101,0.000,0.108 ,0.000 ,245.540,1.740,0.000,-
144,02-May-2019 11:45:00,,,,,0.437,0.000,0.441 ,0.000 ,244.610,7.190,0.000,-
145,02-May-2019 12:00:00,,,,,0.669,0.000,0.669 ,0.000 ,244.680,10.930,0.000,-
146,02-May-2019 12:15:00,,,,,0.648,0.000,0.650 ,0.000 ,244.630,10.590,0.000,-
147,02-May-2019 12:30:00,,,,,0.201,0.000,0.206 ,0.000 ,243.690,3.370,0.000,-
148,02-May-2019 12:45:00,,,,,0.684,0.000,0.685 ,0.000 ,242.810,11.270,0.000,-
149,02-May-2019 13:00:00,,,,,0.639,0.000,0.639 ,0.000 ,242.490,10.520,0.000,-
150,02-May-2019 13:15:00,,,,,0.559,0.000,0.562 ,0.000 ,246.520,9.090,0.000,-
151,02-May-2019 13:30:00,,,,,0.092,0.000,0.098 ,0.000 ,244.780,1.600,0.000,-
152,02-May-2019 13:45:00,,,,,0.103,0.000,0.109 ,0.000 ,243.550,1.770,0.000,-
153,02-May-2019 14:00:00,,,,,0.085,0.000,0.094 ,0.000 ,242.770,1.540,0.000,-
154,02-May-2019 14:15:00,,,,,0.072,0.000,0.081 ,0.000 ,245.660,1.310,0.000,-
155,02-May-2019 14:30:00,,,,,0.063,0.000,0.071 ,0.000 ,244.990,1.150,0.000,-
156,02-May-2019 14:45:00,,,,,0.065,0.000,0.067 ,0.000 ,243.940,1.100,0.000,-
157,02-May-2019 15:00:00,,,,,0.085,0.000,0.093 ,0.000 ,242.740,1.520,0.000,-
158,02-May-2019 15:15:00,,,,,0.081,0.000,0.089 ,0.000 ,240.840,1.480,0.000,-
159,02-May-2019 15:30:00,,,,,0.071,0.000,0.074 ,0.000 ,241.560,1.220,0.000,-
160,02-May-2019 15:45:00,,,,,0.064,0.000,0.064 ,0.000 ,241.650,1.060,0.000,-
161,02-May-2019 16:00:00,,,,,0.083,0.000,0.086 ,0.000 ,243.650,1.400,0.000,-
162,02-May-2019 16:15:00,,,,,0.113,0.000,0.113 ,0.000 ,245.220,1.830,0.000,-
163,02-May-2019 16:30:00,,,,,0.156,0.000,0.157 ,0.000 ,246.330,2.530,0.000,-
164,02-May-2019 16:45:00,,,,,0.152,0.000,0.156 ,0.000 ,246.760,2.520,0.000,-
165,02-May-2019 17:00:00,,,,,0.054,0.000,0.070 ,0.000 ,246.920,1.120,0.000,-
166,02-May-2019 17:15:00,,,,,0.049,0.000,0.068 ,0.000 ,249.810,1.080,0.000,-
167,02-May-2019 17:30:00,,,,,0.052,0.000,0.069 ,0.000 ,250.090,1.100,0.000,-
168,02-May-2019 17:45:00,,,,,0.055,0.000,0.071 ,0.000 ,252.560,1.110,0.000,-
169,02-May-2019 18:00:00,,,,,0.046,0.000,0.055 ,0.000 ,253.790,0.870,0.000,-
170,02-May-2019 18:15:00,,,,,0.077,0.000,0.093 ,0.000 ,255.980,1.440,0.000,-
171,02-May-2019 18:30:00,,,,,0.074,0.000,0.089 ,0.000 ,254.940,1.380,0.000,-
172,02-May-2019 18:45:00,,,,,0.077,0.000,0.090 ,0.000 ,257.060,1.400,0.000,-
173,02-May-2019 19:00:00,,,,,0.066,0.000,0.081 ,0.000 ,254.490,1.260,0.000,-
174,02-May-2019 19:15:00,,,,,0.051,0.000,0.055 ,0.000 ,254.070,0.870,0.000,-
175,02-May-2019 19:30:00,,,,,0.123,0.000,0.125 ,0.000 ,254.540,1.950,0.000,-
176,02-May-2019 19:45:00,,,,,0.118,0.000,0.125 ,0.000 ,254.820,1.960,0.000,-
177,02-May-2019 20:00:00,,,,,0.127,0.000,0.136 ,0.000 ,255.370,2.110,0.000,-
178,02-May-2019 20:15:00,,,,,0.131,0.000,0.138 ,0.000 ,255.600,2.150,0.000,-
179,02-May-2019 20:30:00,,,,,0.126,0.000,0.133 ,0.000 ,254.010,2.090,0.000,-
180,02-May-2019 20:45:00,,,,,0.148,0.000,0.154 ,0.000 ,253.610,2.420,0.000,-
181,02-May-2019 21:00:00,,,,,0.126,0.000,0.131 ,0.000 ,253.410,2.060,0.000,-
182,02-May-2019 21:15:00,,,,,0.129,0.000,0.136 ,0.000 ,252.460,2.140,0.000,-
183,02-May-2019 21:30:00,,,,,0.140,0.000,0.145 ,0.000 ,252.360,2.290,0.000,-
184,02-May-2019 21:45:00,,,,,0.134,0.000,0.139 ,0.000 ,252.520,2.200,0.000,-
185,02-May-2019 22:00:00,,,,,0.144,0.000,0.149 ,0.000 ,251.630,2.360,0.000,-
186,02-May-2019 22:15:00,,,,,0.149,0.000,0.150 ,0.000 ,250.590,2.390,0.000,-
187,02-May-2019 22:30:00,,,,,0.141,0.000,0.142 ,0.000 ,251.070,2.260,0.000,-
188,02-May-2019 22:45:00,,,,,0.149,0.000,0.154 ,0.000 ,250.690,2.450,0.000,-
189,02-May-2019 23:00:00,,,,,0.134,0.000,0.139 ,0.000 ,249.010,2.230,0.000,-
190,02-May-2019 23:15:00,,,,,0.118,0.000,0.121 ,0.000 ,248.550,1.930,0.000,-
191,02-May-2019 23:30:00,,,,,0.113,0.000,0.115 ,0.000 ,248.020,1.840,0.000,-
192,02-May-2019 23:45:00,,,,,0.123,0.000,0.126 ,0.000 ,249.210,2.020,0.000,-
193,03-May-2019 00:00:00,,,,,0.125,0.000,0.128 ,0.000 ,249.170,2.040,0.000,-
194,03-May-2019 00:15:00,,,,,0.128,0.000,0.133 ,0.000 ,249.550,2.130,0.000,-
195,03-May-2019 00:30:00,,,,,0.131,0.000,0.136 ,0.000 ,250.760,2.160,0.000,-
196,03-May-2019 00:45:00,,,,,0.117,0.000,0.118 ,0.000 ,251.160,1.870,0.000,-
197,03-May-2019 01:00:00,,,,,0.118,0.000,0.119 ,0.000 ,251.430,1.890,0.000,-
198,03-May-2019 01:15:00,,,,,0.136,0.000,0.143 ,0.000 ,251.490,2.260,0.000,-
199,03-May-2019 01:30:00,,,,,0.133,0.000,0.138 ,0.000 ,251.560,2.180,0.000,-
200,03-May-2019 01:45:00,,,,,0.115,0.000,0.117 ,0.000 ,252.720,1.840,0.000,-
201,03-May-2019 02:00:00,,,,,0.116,0.000,0.117 ,0.000 ,253.270,1.840,0.000,-
202,03-May-2019 02:15:00,,,,,0.127,0.000,0.130 ,0.000 ,253.560,2.050,0.000,-
203,03-May-2019 02:30:00,,,,,0.127,0.000,0.131 ,0.000 ,253.580,2.050,0.000,-
204,03-May-2019 02:45:00,,,,,0.126,0.000,0.129 ,0.000 ,254.370,2.020,0.000,-
205,03-May-2019 03:00:00,,,,,0.117,0.000,0.117 ,0.000 ,254.060,1.850,0.000,-
206,03-May-2019 03:15:00,,,,,0.116,0.000,0.119 ,0.000 ,254.850,1.850,0.000,-
207,03-May-2019 03:30:00,,,,,0.137,0.000,0.138 ,0.000 ,255.440,2.160,0.000,-
208,03-May-2019 03:45:00,,,,,0.154,0.000,0.156 ,0.000 ,256.310,2.420,0.000,-
209,03-May-2019 04:00:00,,,,,0.126,0.000,0.127 ,0.000 ,256.840,1.980,0.000,-
210,03-May-2019 04:15:00,,,,,0.132,0.000,0.137 ,0.000 ,257.390,2.120,0.000,-
211,03-May-2019 04:30:00,,,,,0.131,0.000,0.135 ,0.000 ,257.260,2.090,0.000,-
212,03-May-2019 04:45:00,,,,,0.130,0.000,0.134 ,0.000 ,256.360,2.070,0.000,-
213,03-May-2019 05:00:00,,,,,0.128,0.000,0.132 ,0.000 ,255.570,2.060,0.000,-
214,03-May-2019 05:15:00,,,,,0.128,0.000,0.131 ,0.000 ,255.330,2.060,0.000,-
215,03-May-2019 05:30:00,,,,,0.125,0.000,0.129 ,0.000 ,255.600,2.000,0.000,-
216,03-May-2019 05:45:00,,,,,0.118,0.000,0.118 ,0.000 ,255.420,1.850,0.000,-
217,03-May-2019 06:00:00,,,,,0.119,0.000,0.121 ,0.000 ,255.750,1.880,0.000,-
218,03-May-2019 06:15:00,,,,,0.129,0.000,0.134 ,0.000 ,257.100,2.070,0.000,-
219,03-May-2019 06:30:00,,,,,0.130,0.000,0.133 ,0.000 ,256.380,2.070,0.000,-
220,03-May-2019 06:45:00,,,,,0.125,0.000,0.128 ,0.000 ,256.070,2.000,0.000,-
221,03-May-2019 07:00:00,,,,,0.117,0.000,0.118 ,0.000 ,255.830,1.830,0.000,-
222,03-May-2019 07:15:00,,,,,0.111,0.000,0.113 ,0.000 ,256.220,1.750,0.000,-
223,03-May-2019 07:30:00,,,,,0.110,0.000,0.116 ,0.000 ,256.040,1.800,0.000,-
224,03-May-2019 07:45:00,,,,,0.123,0.000,0.130 ,0.000 ,255.550,2.030,0.000,-
225,03-May-2019 08:00:00,,,,,0.114,0.000,0.117 ,0.000 ,254.710,1.820,0.000,-
226,03-May-2019 08:15:00,,,,,0.103,0.000,0.108 ,0.000 ,253.510,1.700,0.000,-
227,03-May-2019 08:30:00,,,,,0.109,0.000,0.121 ,0.000 ,252.120,1.910,0.000,-
228,03-May-2019 08:45:00,,,,,0.086,0.000,0.100 ,0.000 ,252.340,1.570,0.000,-
229,03-May-2019 09:00:00,,,,,0.093,0.000,0.100 ,0.000 ,250.650,1.590,0.000,-
230,03-May-2019 09:15:00,,,,,0.061,0.000,0.066 ,0.000 ,250.460,1.050,0.000,-
231,03-May-2019 09:30:00,,,,,0.152,0.000,0.158 ,0.000 ,249.100,2.520,0.000,-
232,03-May-2019 09:45:00,,,,,0.122,0.000,0.135 ,0.000 ,248.950,2.160,0.000,-
233,03-May-2019 10:00:00,,,,,0.122,0.000,0.133 ,0.000 ,248.060,2.140,0.000,-
234,03-May-2019 10:15:00,,,,,0.063,0.000,0.068 ,0.000 ,247.820,1.080,0.000,-
235,03-May-2019 10:30:00,,,,,0.045,0.000,0.049 ,0.000 ,247.740,0.800,0.000,-
236,03-May-2019 10:45:00,,,,,0.070,0.000,0.085 ,0.000 ,244.890,1.380,0.000,-
237,03-May-2019 11:00:00,,,,,0.066,0.000,0.082 ,0.000 ,246.860,1.320,0.000,-
238,03-May-2019 11:15:00,,,,,0.561,0.000,0.561 ,0.000 ,246.890,9.080,0.000,-
239,03-May-2019 11:30:00,,,,,0.622,0.000,0.623 ,0.000 ,246.180,10.090,0.000,-
240,03-May-2019 11:45:00,,,,,0.074,0.000,0.090 ,0.000 ,246.160,1.450,0.000,-
241,03-May-2019 12:00:00,,,,,0.239,0.000,0.250 ,0.000 ,245.850,4.070,0.000,-
242,03-May-2019 12:15:00,,,,,0.599,0.000,0.600 ,0.000 ,244.920,9.770,0.000,-
243,03-May-2019 12:30:00,,,,,0.607,0.000,0.608 ,0.000 ,244.620,9.930,0.000,-
244,03-May-2019 12:45:00,,,,,0.583,0.000,0.584 ,0.000 ,244.320,9.540,0.000,-
245,03-May-2019 13:00:00,,,,,0.587,0.000,0.587 ,0.000 ,244.720,9.570,0.000,-
246,03-May-2019 13:15:00,,,,,0.599,0.000,0.600 ,0.000 ,246.320,9.720,0.000,-
247,03-May-2019 13:30:00,,,,,0.040,0.000,0.047 ,0.000 ,246.040,0.760,0.000,-
248,03-May-2019 13:45:00,,,,,0.032,0.000,0.043 ,0.000 ,244.870,0.700,0.000,-
249,03-May-2019 14:00:00,,,,,0.037,0.000,0.052 ,0.000 ,244.510,0.830,0.000,-
250,03-May-2019 14:15:00,,,,,0.053,0.000,0.062 ,0.000 ,246.210,1.010,0.000,-
251,03-May-2019 14:30:00,,,,,0.087,0.000,0.093 ,0.000 ,246.230,1.490,0.000,-
252,03-May-2019 14:45:00,,,,,0.015,0.000,0.016 ,0.000 ,243.790,0.260,0.000,-
253,03-May-2019 15:00:00,,,,,0.040,0.000,0.049 ,0.000 ,244.100,0.800,0.000,-
254,03-May-2019 15:15:00,,,,,0.076,0.000,0.086 ,0.000 ,244.400,1.410,0.000,-
255,03-May-2019 15:30:00,,,,,0.084,0.000,0.093 ,0.000 ,243.330,1.520,0.000,-
256,03-May-2019 15:45:00,,,,,0.029,0.000,0.036 ,0.000 ,243.930,0.580,0.000,-
257,03-May-2019 16:00:00,,,,,0.037,0.000,0.037 ,0.000 ,245.500,0.600,0.000,-
